"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
420.270563,226.387025,573.574157,262.574069,775.315403,398.3289,835.082502,435.067039,1387.312862,601.211424,545.056652,304.4894,585.57728,321.3305,739.061376,449.104097,774.83665,481.92891
420.270563,225.739907,572.194126,261.801163,772.943788,395.960426,833.685966,432.694272,1385.218058,601.211424,542.064075,302.763751,583.183218,320.467676,737.565087,446.839183,773.752288,479.555314
420.270563,225.092789,571.263102,260.938338,771.148241,394.666189,831.291905,430.321505,1383.422512,601.858542,540.268529,301.253809,578.5946,320.25197,735.171026,444.897828,772.333584,475.5288
419.524543,224.02298,570.465081,260.506926,770.549726,393.587659,831.0924,429.242974,1381.626966,603.476338,539.271003,300.390984,573.606972,321.3305,733.973995,442.309355,770.382868,471.885764
418.859526,223.591568,570.199074,260.219318,768.554675,391.86201,830.094874,428.595856,1375.641812,604.447015,538.273477,299.743866,570.8139,321.114794,733.076222,440.368,768.964164,469.009683
418.726523,223.447764,569.667061,259.644102,766.360118,390.567774,829.695864,428.164444,1370.853689,606.38837,537.275952,298.881042,566.225282,321.3305,731.879191,437.779527,767.368123,465.174908
417.662495,223.30396,569.135047,259.068885,763.567046,388.842125,828.698338,426.870207,1366.664081,608.653284,536.278426,298.018217,562.833694,321.3305,730.382902,436.161731,766.481434,462.490565
416.997478,222.728744,567.938016,258.781277,761.971005,388.195006,827.900318,424.928852,1362.175215,612.212435,535.2809,297.155393,560.040622,321.546206,728.587356,434.220376,765.062731,460.1897
416.066454,222.728744,566.607982,258.349865,758.180408,386.469358,826.902792,422.987497,1361.5767,612.212435,534.283375,296.939687,556.649035,323.271855,727.091068,432.602581,763.644027,458.464051
415.800447,222.872548,565.410951,257.774649,757.382387,385.390827,825.705761,421.477555,1357.087835,616.418704,534.08387,296.292568,554.653984,323.918973,725.894037,430.984785,762.402662,456.738402
414.869423,222.728744,564.479927,257.343237,755.985851,384.09659,824.50873,419.104788,1354.693773,618.036499,533.285849,295.861156,551.461902,325.21321,724.177173,428.799065,759.919932,454.629276
413.672392,222.297331,563.4159,256.624216,754.589315,382.586648,823.71071,417.163433,1352.598969,620.624973,532.288323,294.998332,549.06784,326.938859,722.581132,427.289123,758.146553,452.903627
412.475362,222.153527,562.218869,256.336608,752.195254,379.782468,822.713184,415.65349,1351.701196,621.919209,531.290798,294.998332,547.072789,328.880214,720.18707,426.210592,756.018498,451.177978
411.544338,221.434507,560.888835,255.905196,750.998223,378.703938,821.715658,414.359253,1350.204907,622.242768,531.290798,294.56692,544.878232,330.605863,718.591029,425.347768,753.890443,449.644068
410.48031,221.290703,559.824807,255.32998,749.003172,377.841114,819.920112,412.849311,1346.613815,623.537005,530.692282,294.351213,543.082686,332.115805,716.396473,424.70065,751.053037,448.685375
409.28328,220.571683,558.36177,254.898567,748.005646,377.625407,819.321597,412.202192,1342.723465,624.507682,530.692282,293.919801,542.284666,331.900099,712.605875,425.132062,747.506279,449.835807
407.421232,219.996466,556.632725,254.323351,746.60911,376.546877,818.124566,411.986486,1339.43163,624.831242,529.295746,294.351213,541.486645,333.410042,710.411318,424.053531,745.023548,451.369717
406.756215,219.277446,554.770677,253.604331,745.212574,375.899759,816.528525,411.555074,1335.54128,625.801919,529.894262,294.351213,541.087635,333.625748,708.416267,423.622119,742.36348,453.287105
405.160173,218.414622,552.642623,252.885311,744.015543,375.25264,815.331494,410.907956,1331.65093,626.449037,529.694757,294.135507,541.087635,334.05716,707.618247,423.837825,740.058087,453.670582
403.564132,217.695601,550.780575,251.878682,742.419502,374.605522,814.134463,410.476544,1328.658353,627.096156,528.697231,293.704095,541.486645,334.272866,706.221711,423.622119,736.511329,455.012754
401.702084,216.688973,549.45054,251.159662,741.621482,375.036934,812.538422,410.907956,1324.768003,626.772596,527.89921,293.272683,542.284666,334.704278,705.02468,424.269237,733.673923,457.505357
