"specimen","speedBL","alpha"
"1.25BL","se","47.6598402667711"
"1.25BL","se","47.6661700379359"
"1.25BL","se","47.636610398469"
"1.25BL","se","47.6878846701851"
"1.25BL","se","47.7711803758403"
"1.25BL","se","47.8156118117986"
"1.25BL","se","48.0187431266659"
"1.25BL","se","48.1252410143942"
"1.25BL","se","48.1839283663642"
"1.25BL","se","48.1771603123551"
"1.25BL","se","48.2586155395205"
"1.25BL","se","48.3148259676038"
"1.25BL","se","48.4771108724732"
"1.25BL","se","48.6078131678896"
"1.25BL","se","48.8456879718478"
"1.25BL","se","49.0055039838289"
"1.25BL","se","49.0290200936865"
"1.25BL","se","49.302252340001"
"1.25BL","se","49.3547630358432"
"1.25BL","se","49.3512229633808"
"1.25BL","se","49.2604955375895"
"1.25BL","se","49.2670792542571"
"1.25BL","se","49.1766588383536"
"1.25BL","se","49.0930697299618"
"1.25BL","se","49.0069714475102"
"1.25BL","se","48.8238440157627"
"1.25BL","se","48.6520461912144"
"1.25BL","se","48.3390882565369"
"1.25BL","se","47.8408565219418"
"1.25BL","se","47.4197489103999"
"1.25BL","se","46.9307711525273"
"1.25BL","se","46.3953377433296"
"1.25BL","se","46.2999556431734"
"1.5BL","se","35.6738521682844"
"1.5BL","se","35.4840849936239"
"1.5BL","se","35.3491893451033"
"1.5BL","se","35.3053355491911"
"1.5BL","se","35.2152422658366"
"1.5BL","se","35.0922604613629"
"1.5BL","se","34.9560791110406"
"1.5BL","se","34.7670654902423"
"1.5BL","se","34.7235537089869"
"1.5BL","se","34.6126504842039"
"1.5BL","se","34.74301155195"
"1.5BL","se","34.738098549992"
"1.5BL","se","34.9257353199932"
"1.5BL","se","35.0896192031613"
"1.5BL","se","35.251824069831"
"1.5BL","se","35.372619259772"
"1.5BL","se","35.4322306613393"
"1.5BL","se","35.4344163367833"
"1.5BL","se","35.4000756392633"
"1.5BL","se","35.3575619997275"
"1.5BL","se","35.2385686645706"
"1.5BL","se","35.2110084956746"
"1.5BL","se","35.1246362685446"
"1.5BL","se","35.171510952461"
"1.5BL","se","35.3023236502572"
"1.5BL","se","35.3213156024098"
"1.5BL","se","35.4666553299853"
"1.5BL","se","35.5205367082823"
"1.5BL","se","35.5177490196711"
"1.5BL","se","35.6225164362175"
"1.5BL","se","35.5317399917727"
"1.5BL","se","35.5650613298601"
"1.5BL","se","35.6510513348387"
"1.5BL","se","35.6717077049978"
"1.5BL","se","35.7867051304855"
"1.5BL","se","35.8115555940078"
"1.5BL","se","35.737541632854"
"1.5BL","se","35.7584277375412"
"1.5BL","se","35.7824734059677"
"1.5BL","se","35.8998823276581"
"1.5BL","se","36.0622726282922"
"1.5BL","se","36.0628524943749"
"1.5BL","se","36.1369523643051"
"1.5BL","se","36.193598404632"
"1.5BL","se","36.2169120708447"
"1.5BL","se","36.2644908563952"
"1.5BL","se","36.2680459695661"
"1.75BL","se","34.693858387917"
"1.75BL","se","34.6616005956791"
"1.75BL","se","34.7466288858887"
"1.75BL","se","34.7310867865488"
"1.75BL","se","34.5315031489377"
"1.75BL","se","34.7671361384442"
"1.75BL","se","34.7907101208915"
"1.75BL","se","34.8566030162125"
"1.75BL","se","34.8373398061895"
"1.75BL","se","34.9105357775535"
"1.75BL","se","34.9800044702608"
"1.75BL","se","34.8996936945917"
"1.75BL","se","34.9137484346554"
"1.75BL","se","35.0647178485831"
"1.75BL","se","35.1652786945806"
"1.75BL","se","35.4296061480359"
"1.75BL","se","35.4398497447817"
"1.75BL","se","35.6227733342148"
"1.75BL","se","35.6442216698935"
"1.75BL","se","35.7029888988877"
"1.75BL","se","35.7357113577889"
"1.75BL","se","35.8497798986032"
"1.75BL","se","35.8492023088572"
"1.75BL","se","35.8810102393288"
"1.75BL","se","35.9333864375232"
"1.75BL","se","35.9162159405788"
"1.75BL","se","35.8121428033339"
"1.75BL","se","35.8484589659719"
"1.75BL","se","35.6745137040372"
"1.75BL","se","35.550740821123"
"1.75BL","se","35.587647807124"
"1.75BL","se","35.481752500823"
"1.75BL","se","35.6527973829647"
"1.75BL","se","35.6820609501329"
"1.75BL","se","35.7312796651146"
"1.75BL","se","35.7079430204679"
"1.75BL","se","35.6806918596785"
"1.75BL","se","35.7414933868791"
"1.75BL","se","35.702206809382"
"1.75BL","se","35.6577041185455"
"1.75BL","se","35.5871805203479"
"1BL","se","46.5183291925484"
"1BL","se","46.5384390146792"
"1BL","se","46.4807188530976"
"1BL","se","46.6039723667049"
"1BL","se","46.5885409187683"
"1BL","se","46.562455680494"
"1BL","se","46.565523403428"
"1BL","se","46.5631229396807"
"1BL","se","46.7559562843931"
"1BL","se","46.8396626640117"
"1BL","se","47.0095700658369"
"1BL","se","47.2250673733349"
"1BL","se","47.3787148116315"
"1BL","se","47.4506259883335"
"1BL","se","47.5587664489721"
"1BL","se","47.6243779804057"
"1BL","se","47.7223480754931"
"1BL","se","47.8466471123954"
"1BL","se","47.8930664561424"
"1BL","se","47.9003991102706"
"1BL","se","47.9201819952374"
"1BL","se","47.8130788504146"
"1BL","se","47.7782223303094"
"1BL","se","47.7217080845742"
"1BL","se","47.6503510840526"
"1BL","se","47.7318106721464"
"1BL","se","47.6616814378594"
"1BL","se","47.5966050062911"
"1BL","se","47.5869700626681"
"1BL","se","47.4591477219336"
"1BL","se","47.2037387013584"
"1BL","se","46.8317258245744"
"1BL","se","46.601350180251"
"1BL","se","46.4585095580553"
"1BL","se","46.1632649310911"
"1BL","se","45.8372376475809"
"1BL","se","45.4164919145107"
"1BL","se","45.1335474630959"
"1BL","se","44.7210288057008"
"1BL","se","44.488024384746"
"1BL","se","44.3162014765688"
"1BL","se","44.1879469364429"
"1BL","se","43.9525731247627"
"1BL","se","43.7657892867197"
"1BL","se","43.628447931245"
"1BL","se","43.5969591276826"
"1BL","se","43.5687241324334"
"1BL","se","43.4352979258411"
"1BL","se","43.4131366688496"
"2BL","se","28.6415647560337"
"2BL","se","28.7337441829203"
"2BL","se","28.8016370717406"
"2BL","se","28.8558159374707"
"2BL","se","28.9426672854638"
"2BL","se","29.0098747754965"
"2BL","se","29.1303292610585"
"2BL","se","29.2919462276649"
"2BL","se","29.4481247242332"
"2BL","se","29.6970230869282"
"2BL","se","29.9539139854706"
"2BL","se","30.254180278486"
"2BL","se","30.4558584560527"
"2BL","se","30.5671310007582"
"2BL","se","30.9561891091378"
"2BL","se","31.1121889673734"
"2BL","se","31.4206086931529"
"2BL","se","31.7755852334739"
"2BL","se","32.0513132750011"
"2BL","se","32.2595547399536"
"2BL","se","32.4470411725927"
"2BL","se","32.7351522487157"
"2BL","se","33.0699941284358"
"2BL","se","33.3318689736767"
"2BL","se","33.4864558223787"
"2BL","se","33.6821907684619"
"2BL","se","33.8167252528647"
"2BL","se","33.9171046021669"
"2BL","se","34.1089915494905"
"2BL","se","34.1991953276524"
"2BL","se","34.2689333988572"
"2BL","se","34.3715181706911"
"2BL","se","34.49856542176"
"2BL","se","34.6043798505141"
"2BL","se","34.6507362597676"
"2BL","se","34.7032926597057"
"3BL","se","21.1225642338971"
"3BL","se","21.2422739943479"
"3BL","se","21.3270315129412"
"3BL","se","21.5682454300914"
"3BL","se","21.7181445983699"
"3BL","se","22.2047790798218"
"3BL","se","22.5478070214444"
"3BL","se","22.9936544159761"
"3BL","se","23.3724300615261"
"3BL","se","23.673750538832"
"3BL","se","24.1593916083543"
"3BL","se","24.4790564113716"
"3BL","se","24.5752599279537"
"3BL","se","24.6929145221842"
"3BL","se","24.8948681506454"
"3BL","se","25.0845602617644"
"3BL","se","25.1367025516141"
"3BL","se","25.3648829840414"
"3BL","se","25.6438492335512"
"3BL","se","25.8311288353959"
"3BL","se","26.1271095140098"
"3BL","se","26.3710537092892"
"3BL","se","26.6271738465354"
"3BL","se","26.921508779239"
"3BL","se","27.1257396047757"
"3BL","se","27.2469575362789"
"3BL","se","27.4616533343825"
"3BL","se","27.7986605997572"
"3BL","se","27.9133103143608"
"3BL","se","27.9318392355875"
"3BL","se","27.970087810534"
"3BL","se","28.0905502954244"
"4BL","se","23.2888056481096"
"4BL","se","23.2190158723181"
"4BL","se","23.1836330359583"
"4BL","se","23.1718401597696"
"4BL","se","23.1625925546299"
"4BL","se","23.0920313510662"
"4BL","se","23.0621409388654"
"4BL","se","23.1896639316163"
"4BL","se","23.2641526571914"
"4BL","se","23.4253525667643"
"4BL","se","23.699702116086"
"4BL","se","24.0909761688773"
"4BL","se","24.6377845474581"
"4BL","se","25.1619134005071"
"4BL","se","25.6804586325974"
"4BL","se","26.1913917460465"
"4BL","se","26.8097673235083"
"4BL","se","27.0385941545346"
"4BL","se","27.2836152049599"
"4BL","se","27.3007808706111"
"4BL","se","27.338280748045"
"4BL","se","27.3318662510556"
"4BL","se","27.2398358140349"
"4BL","se","27.1546923180747"
"4BL","se","27.0918624772859"
"4BL","se","26.936360342453"
"4BL","se","26.749376796202"
"4BL","se","26.489441624423"
"4BL","se","26.419492881414"
"5BL","se","16.4096400697076"
"5BL","se","16.6389541920795"
"5BL","se","16.9122460972592"
"5BL","se","17.1299712856273"
"5BL","se","17.2742407165921"
"5BL","se","17.4144214028292"
"5BL","se","17.5626192381155"
"5BL","se","17.6428070863872"
"5BL","se","17.8923443164497"
"5BL","se","18.206245799669"
"5BL","se","18.439962460695"
"5BL","se","18.6461708259706"
"5BL","se","18.7740723027919"
"5BL","se","18.8732289876355"
"5BL","se","19.0425009947928"
"5BL","se","19.1115900717855"
"5BL","se","19.0138777651986"
"5BL","se","18.933017021332"
"5BL","se","18.8151852510203"
"5BL","se","18.7912555549012"
"5BL","se","18.6009409179464"
"5BL","se","18.5434617304487"
"5BL","se","18.3228816689853"
"5BL","se","18.1465447138467"
"5BL","se","18.0852622959945"
"5BL","se","18.0496163844817"
"6BL","se","16.6799607804415"
"6BL","se","16.7801456313557"
"6BL","se","16.7764107079287"
"6BL","se","16.7396831269943"
"6BL","se","16.6450865262648"
"6BL","se","16.6249558896245"
"6BL","se","16.5827287645406"
"6BL","se","16.4989163357359"
"6BL","se","16.2969068516789"
"6BL","se","16.2986855947701"
"6BL","se","16.3288578446715"
"6BL","se","16.2556458911483"
"6BL","se","16.2207183017626"
"6BL","se","16.3151586458528"
"6BL","se","16.2244237497431"
"6BL","se","16.3570626221534"
"6BL","se","16.502448305543"
"6BL","se","16.5901812272148"
"6BL","se","16.7606768585929"
"6BL","se","16.9049490188498"
"6BL","se","17.0589543642193"
"6BL","se","17.2046458474236"
"6BL","se","17.3332140667931"
"6BL","se","17.4738767871459"
"6BL","se","17.5742075786899"
"6BL","se","17.5625543574133"
"6BL","se","17.5109077468697"
"6BL","se","17.5404785147138"
"6BL","se","17.447593721524"
"6BL","se","17.5264675034653"
"0.5BL","se","48.8151694196625"
"0.5BL","se","48.851890777908"
"0.5BL","se","48.851890777908"
"0.5BL","se","48.6431472834999"
"0.5BL","se","48.4621787786839"
"0.5BL","se","48.1219822721535"
"0.5BL","se","48.0723580302584"
"0.5BL","se","47.7528221220772"
"0.5BL","se","47.3861757559173"
"0.5BL","se","47.0926836804762"
"0.5BL","se","46.9160696387497"
"0.5BL","se","46.3679375947269"
"0.5BL","se","46.1577008280805"
"0.5BL","se","46.1065974688731"
"0.5BL","se","46.0641054270914"
"0.5BL","se","45.9241594313563"
"0.5BL","se","46.1180678339431"
"0.5BL","se","45.8493496583919"
"0.5BL","se","46.0640537929194"
"0.5BL","se","45.7955241390755"
"0.5BL","se","45.8924512024452"
"0.5BL","se","46.045276601673"
"0.5BL","se","45.9442549381017"
"0.5BL","se","46.0116802885093"
"0.5BL","se","46.0298458265186"
"0.5BL","se","46.046879502688"
"0.5BL","se","46.2097207281163"
"0.5BL","se","46.2642370129041"
"0.5BL","se","46.0796959305836"
"0.5BL","se","46.1732004530731"
"0.5BL","se","46.135279866795"
"0.5BL","se","46.0169766898054"
"0.5BL","se","46.1803932893624"
"0.5BL","se","46.0623835766071"
"0.5BL","se","46.147173804805"
"0.5BL","se","46.0841844581996"
"0.5BL","se","46.0958530209169"
"0.5BL","se","46.0190536158887"
"0.5BL","se","45.9864700713556"
"0.5BL","se","45.9511306255401"
"0.5BL","se","45.7824056504634"
"0.5BL","se","45.5834379575184"
"0.5BL","se","45.4757657736997"
"0.5BL","se","45.3011764402226"
"0.5BL","se","45.2463218070179"
"0.5BL","se","45.1908266489346"
"0.75BL","se","43.5348216990319"
"0.75BL","se","43.35273635841"
"0.75BL","se","43.0749169565225"
"0.75BL","se","42.834174909132"
"0.75BL","se","42.572528805038"
"0.75BL","se","42.3319450119907"
"0.75BL","se","42.0975086570629"
"0.75BL","se","41.7992481291235"
"0.75BL","se","41.5929435852007"
"0.75BL","se","41.3580548285038"
"0.75BL","se","41.2259277742542"
"0.75BL","se","41.1430097041174"
"0.75BL","se","41.0546630748143"
"0.75BL","se","41.0965138770821"
"0.75BL","se","41.2177711239922"
"0.75BL","se","41.3303684200154"
"0.75BL","se","41.3766120061138"
"0.75BL","se","41.6826194691959"
"0.75BL","se","42.0028037638357"
"0.75BL","se","42.4912545220648"
"0.75BL","se","42.605704325026"
"0.75BL","se","42.9598940334977"
"0.75BL","se","43.1594034932116"
"0.75BL","se","43.4563867800792"
"0.75BL","se","43.7084245315349"
"0.75BL","se","44.0301743511268"
"0.75BL","se","44.3743268215159"
"0.75BL","se","44.5382468954575"
"0.75BL","se","44.677892291966"
"0.75BL","se","44.8833947166868"
"0.75BL","se","45.0880609920985"
"0.75BL","se","45.2570817893457"
"0.75BL","se","45.5490076187692"
"0.75BL","se","45.6723048008761"
"0.75BL","se","45.8080028620106"
"0.75BL","se","45.9164616234746"
"0.75BL","se","45.9617261104762"
"0.75BL","se","45.8496659028995"
"0.75BL","se","45.8071852306775"
"0.75BL","se","45.656158448434"
"0.75BL","se","45.6653742296701"
"0.75BL","se","45.6101764827868"
"0.75BL","se","45.4687246739382"
"0.75BL","se","45.3141978303434"
"0.75BL","se","45.2786275600708"
"0.75BL","se","44.8897242444115"
"0.75BL","se","44.7288345920873"
"0.75BL","se","44.425370558554"
"0.75BL","se","44.1766998294134"
"0.75BL","se","43.9414000098159"
"0.75BL","se","43.7171764189173"
"0.75BL","se","43.5027339855887"
"0.75BL","se","43.2206346872038"
"0.75BL","se","43.0062476656162"
"0.75BL","se","42.8833466377656"
"0.75BL","se","42.7098362113441"
"0.75BL","se","42.5697091621017"
"0.75BL","se","42.3544841522668"
"1.25BL","se","41.8498143170043"
"1.25BL","se","41.7673879371556"
"1.25BL","se","41.5009992980679"
"1.25BL","se","41.5635083236255"
"1.25BL","se","41.4770366230791"
"1.25BL","se","41.4005126840606"
"1.25BL","se","41.3205395892613"
"1.25BL","se","41.1812249665675"
"1.25BL","se","41.1395009180473"
"1.25BL","se","41.0326894532743"
"1.25BL","se","40.9339719423023"
"1.25BL","se","40.8863628026005"
"1.25BL","se","40.7713404516227"
"1.25BL","se","40.7640103221486"
"1.25BL","se","40.5808424995056"
"1.25BL","se","40.4957465977962"
"1.25BL","se","40.5094142798378"
"1.25BL","se","40.5290729149157"
"1.25BL","se","40.4402212340218"
"1.25BL","se","40.4680582035551"
"1.25BL","se","40.5548267498487"
"1.25BL","se","40.6210448538253"
"1.25BL","se","40.5186101736382"
"1.25BL","se","40.599983174892"
"1.25BL","se","40.6245165213595"
"1.25BL","se","40.6562573261525"
"1.25BL","se","40.6919003720886"
"1.25BL","se","40.731150412229"
"1.25BL","se","40.7311111637595"
"1.25BL","se","40.5542968818816"
"1.25BL","se","40.5377028240897"
"1.25BL","se","40.5413518925808"
"1.25BL","se","40.3202615554242"
"1.25BL","se","40.3348349426784"
"1.25BL","se","40.2827721772344"
"1.25BL","se","40.2394096718631"
"1.25BL","se","40.5712034076026"
"1.25BL","se","40.9612786952234"
"1.25BL","se","41.3579028467394"
"1.25BL","se","41.5140285128752"
"1.25BL","se","41.8629219074717"
"1.25BL","se","42.2584249544082"
"1.25BL","se","42.5214539339985"
"1.25BL","se","42.877753881719"
"1.25BL","se","43.1014316261009"
"1.25BL","se","43.2684692502503"
"1.25BL","se","43.547914403289"
"1.25BL","se","43.7834539266861"
"1.25BL","se","43.8806189299096"
"1.5BL","se","42.8047639984174"
"1.5BL","se","42.5993331000719"
"1.5BL","se","42.4011773726987"
"1.5BL","se","42.4847434056928"
"1.5BL","se","42.3979742542214"
"1.5BL","se","42.3866768018182"
"1.5BL","se","42.2909636576646"
"1.5BL","se","42.0880852777012"
"1.5BL","se","42.1042699148092"
"1.5BL","se","42.2724753135889"
"1.5BL","se","42.3696242131571"
"1.5BL","se","42.4477726843776"
"1.5BL","se","42.7138720887565"
"1.5BL","se","42.7326385486801"
"1.5BL","se","42.8027862002153"
"1.5BL","se","42.9260211081283"
"1.5BL","se","43.1459647165405"
"1.5BL","se","43.2696934366004"
"1.5BL","se","43.2541939587809"
"1.5BL","se","43.2274076241429"
"1.5BL","se","43.2602157106703"
"1.5BL","se","43.306284618207"
"1.5BL","se","43.1156825705479"
"1.5BL","se","43.1438610563945"
"1.5BL","se","42.9692795377633"
"1.5BL","se","42.7257910555674"
"1.5BL","se","42.6073259357121"
"1.5BL","se","42.3780518845906"
"1.5BL","se","42.1880074378468"
"1.5BL","se","42.1208833200062"
"1.5BL","se","42.0058205580373"
"1.5BL","se","41.8228927496931"
"1.5BL","se","41.5897414380953"
"1.5BL","se","41.4048141305304"
"1.5BL","se","41.1271699112953"
"1.5BL","se","40.8807610521221"
"1.5BL","se","40.5870915884118"
"1.5BL","se","40.3058815294663"
"1.5BL","se","39.9065275578145"
"1.5BL","se","39.6153182451525"
"1.5BL","se","39.3108565339672"
"1.5BL","se","38.9781785203139"
"1.5BL","se","38.6565230254262"
"1.5BL","se","38.3581058009708"
"1.75BL","se","36.240835855488"
"1.75BL","se","36.2587145369208"
"1.75BL","se","36.2847067464648"
"1.75BL","se","36.3163102167014"
"1.75BL","se","36.3233534545951"
"1.75BL","se","36.3132234149807"
"1.75BL","se","36.30384763789"
"1.75BL","se","36.2693488441964"
"1.75BL","se","36.1845783859956"
"1.75BL","se","36.0862485429882"
"1.75BL","se","35.973789349343"
"1.75BL","se","35.9459238849406"
"1.75BL","se","36.0586110728861"
"1.75BL","se","36.2453252891269"
"1.75BL","se","36.2965974229146"
"1.75BL","se","36.3862750472132"
"1.75BL","se","36.6835034788809"
"1.75BL","se","36.8701646162056"
"1.75BL","se","37.225385336998"
"1.75BL","se","37.5854161940232"
"1.75BL","se","37.9105433479777"
"1.75BL","se","38.1169413556027"
"1.75BL","se","38.2600668295809"
"1.75BL","se","38.1128479370966"
"1.75BL","se","38.0381463309515"
"1.75BL","se","37.874491186744"
"1.75BL","se","37.6852890403543"
"1.75BL","se","37.6648759351672"
"1.75BL","se","37.4571545106635"
"1.75BL","se","37.364830098487"
"1.75BL","se","37.2881446400445"
"1.75BL","se","37.3220702427755"
"1.75BL","se","37.4143140922418"
"1.75BL","se","37.4312864499498"
"1.75BL","se","37.5691156127929"
"1.75BL","se","37.7406286313548"
"1.75BL","se","37.9530341545161"
"1.75BL","se","38.342378048356"
"1.75BL","se","38.610739119342"
"1.75BL","se","38.7091319359983"
"1.75BL","se","38.7767417473239"
"1.75BL","se","38.8029804199116"
"1.75BL","se","38.9116385106225"
"1.75BL","se","38.7494953146477"
"1.75BL","se","38.5799044298917"
"1.75BL","se","38.5007060383254"
"1.75BL","se","38.380602256088"
"1BL","se","44.9066937198987"
"1BL","se","44.8933678192844"
"1BL","se","44.9429049689101"
"1BL","se","44.9662636245142"
"1BL","se","44.9284665288365"
"1BL","se","45.0790006969031"
"1BL","se","45.0656277449599"
"1BL","se","45.0746779325385"
"1BL","se","45.108905665295"
"1BL","se","45.1427106312148"
"1BL","se","45.0587931302117"
"1BL","se","45.0402527885846"
"1BL","se","45.0427318259423"
"1BL","se","45.1151721106407"
"1BL","se","45.0768321092939"
"1BL","se","44.7837637632608"
"1BL","se","44.629260039386"
"1BL","se","44.4333194070034"
"1BL","se","44.1967432644681"
"1BL","se","44.0725178643952"
"1BL","se","43.7649501917634"
"1BL","se","43.5299208358825"
"1BL","se","43.3424866641071"
"1BL","se","43.1860139196772"
"1BL","se","42.8779944660418"
"1BL","se","42.7947114821249"
"1BL","se","42.6567174697245"
"1BL","se","42.529604477634"
"1BL","se","42.4927487842273"
"1BL","se","42.5111640272639"
"1BL","se","42.665001683472"
"1BL","se","42.7549960783484"
"1BL","se","42.9497235544264"
"1BL","se","42.9544281958197"
"1BL","se","43.1839408004595"
"1BL","se","43.3046274358314"
"1BL","se","43.3986751330124"
"1BL","se","43.5386101936783"
"1BL","se","43.7129115228421"
"1BL","se","43.9538162861173"
"1BL","se","44.1772896672009"
"1BL","se","44.4620417522854"
"1BL","se","44.478450807365"
"1BL","se","44.5210132692453"
"1BL","se","44.6064743472849"
"1BL","se","44.8576729475947"
"1BL","se","44.9158615101562"
"1BL","se","44.9563599726333"
"1BL","se","44.9521849589574"
"1BL","se","45.137565155482"
"1BL","se","45.1273001540103"
"1BL","se","45.2203996157267"
"1BL","se","45.2028067769902"
"1BL","se","45.3168759835765"
"2BL","se","33.2192656566414"
"2BL","se","33.0993564591799"
"2BL","se","33.1029816079677"
"2BL","se","33.0616605440252"
"2BL","se","33.0013962214458"
"2BL","se","32.9569431230796"
"2BL","se","32.9684913663116"
"2BL","se","32.9486354980256"
"2BL","se","33.0279411504047"
"2BL","se","33.1247915114258"
"2BL","se","33.2807106214063"
"2BL","se","33.3652518196488"
"2BL","se","33.4538898170676"
"2BL","se","33.5238929819737"
"2BL","se","33.5967840119446"
"2BL","se","33.498883911787"
"2BL","se","33.1978999249038"
"2BL","se","32.7215515396199"
"2BL","se","32.4708727455871"
"2BL","se","32.2050222079206"
"2BL","se","31.7660189218787"
"2BL","se","31.5119663613525"
"2BL","se","31.1449627869686"
"2BL","se","30.78594917805"
"2BL","se","30.5015128022327"
"2BL","se","30.2818846692103"
"2BL","se","30.3421157243958"
"2BL","se","30.4091308054126"
"2BL","se","30.6607831396368"
"2BL","se","30.9287791312751"
"2BL","se","31.221662632599"
"2BL","se","31.5834941578905"
"2BL","se","32.0706593872498"
"2BL","se","32.3172470083598"
"2BL","se","32.6316754929697"
"2BL","se","33.0365554311877"
"2BL","se","33.1407354778558"
"2BL","se","33.2678497147684"
"2BL","se","33.2925501863255"
"2BL","se","33.3166485329134"
"2BL","se","33.3458278271737"
"3BL","se","24.8878812000198"
"3BL","se","25.1367842128599"
"3BL","se","25.1695449989092"
"3BL","se","25.1315990193259"
"3BL","se","25.3618199407336"
"3BL","se","25.3550202571652"
"3BL","se","25.3624102319331"
"3BL","se","25.3725827814706"
"3BL","se","25.4150699635355"
"3BL","se","25.3277536737617"
"3BL","se","25.2564228379594"
"3BL","se","25.2378394899943"
"3BL","se","25.1958482590503"
"3BL","se","25.3310405964168"
"3BL","se","25.476648991409"
"3BL","se","25.7017371366989"
"3BL","se","25.9682324016524"
"3BL","se","26.2632987035388"
"3BL","se","26.4034072309195"
"3BL","se","26.6202369791701"
"3BL","se","26.8525416370456"
"3BL","se","26.9958351738652"
"3BL","se","27.2527588563408"
"3BL","se","27.4933636991327"
"3BL","se","27.7026500062537"
"3BL","se","27.9645477419696"
"3BL","se","28.1188297755176"
"3BL","se","28.3608452158003"
"3BL","se","28.5792619302953"
"3BL","se","28.698889174539"
"3BL","se","28.758305970336"
"3BL","se","28.789076752336"
"4BL","se","23.6855319467454"
"4BL","se","23.6335534548109"
"4BL","se","23.528736620587"
"4BL","se","23.3692558017552"
"4BL","se","23.4014259831195"
"4BL","se","23.2208663678553"
"4BL","se","23.2369889870465"
"4BL","se","23.0535596958973"
"4BL","se","22.9165890677919"
"4BL","se","22.4477162580831"
"4BL","se","21.9600230041318"
"4BL","se","21.7986721505504"
"4BL","se","21.5148478922819"
"4BL","se","21.3104720512651"
"4BL","se","21.0124472968054"
"4BL","se","20.9613473703482"
"4BL","se","20.8578846821741"
"4BL","se","21.2172881682531"
"4BL","se","21.5470844438909"
"4BL","se","21.9451381885203"
"4BL","se","22.4524729958856"
"4BL","se","22.8561521292795"
"4BL","se","23.1291016344952"
"4BL","se","23.4510531519977"
"4BL","se","23.6826619056741"
"4BL","se","23.999135341344"
"4BL","se","24.1429943166307"
"4BL","se","24.2320615991779"
"5BL","se","18.6951160638866"
"5BL","se","18.8218524605702"
"5BL","se","18.94550849038"
"5BL","se","19.0624130300425"
"5BL","se","19.3392481691322"
"5BL","se","19.4886871735027"
"5BL","se","19.7603624385833"
"5BL","se","19.9940009630579"
"5BL","se","20.1839609459473"
"5BL","se","20.3740322028063"
"5BL","se","20.5889262889955"
"5BL","se","20.8987668876847"
"5BL","se","20.9326724353737"
"5BL","se","20.8824762231519"
"5BL","se","20.8465578549056"
"5BL","se","20.7105957987846"
"5BL","se","20.5303343403154"
"5BL","se","20.2554241435637"
"5BL","se","20.1363157532122"
"5BL","se","19.9315082702966"
"5BL","se","19.7757279461376"
"5BL","se","19.7071502070938"
"5BL","se","19.6743297111294"
"5BL","se","19.8131223050466"
"5BL","se","19.8914119818769"
"5BL","se","19.9772755056877"
"5BL","se","20.1749656559525"
"5BL","se","20.5172471519354"
"5BL","se","20.5428013013042"
"5BL","se","20.5943150009716"
"5BL","se","20.7188380767275"
"6BL","se","17.6227285679454"
"6BL","se","17.638596832641"
"6BL","se","17.8396446267442"
"6BL","se","17.8273422817383"
"6BL","se","17.8402848472583"
"6BL","se","17.8591464715881"
"6BL","se","17.8323684349157"
"6BL","se","17.825737269004"
"6BL","se","17.5854056449116"
"6BL","se","17.6726201225876"
"6BL","se","17.4996130986906"
"6BL","se","17.3807032470629"
"6BL","se","17.4213068924035"
"6BL","se","17.4763191396659"
"6BL","se","17.3824894378317"
"6BL","se","17.3960891893121"
"6BL","se","17.5064412022885"
"6BL","se","17.5326770923112"
"6BL","se","17.527078607396"
"6BL","se","17.3650379349013"
"6BL","se","17.2829955703224"
"6BL","se","17.2114441762128"
"6BL","se","17.1272802328953"
"6BL","se","16.9127685650236"
"6BL","se","16.5697068859965"
"6BL","se","16.4178346669018"
"6BL","se","16.0707573181547"
"6BL","se","15.934030224683"
"6BL","se","15.7944271905223"
"6BL","se","15.832894438902"
"6BL","se","15.7874827518267"
"0.5BL","se","26.7906126099703"
"0.5BL","se","26.1011137150811"
"0.5BL","se","25.4004222357662"
"0.5BL","se","24.8388796896097"
"0.5BL","se","24.2002885583611"
"0.5BL","se","23.7711865403798"
"0.5BL","se","23.1985133766218"
"0.5BL","se","22.6331412752617"
"0.5BL","se","22.2988023454174"
"0.5BL","se","22.1486737849507"
"0.5BL","se","22.0644820360405"
"0.5BL","se","21.9110803539429"
"0.5BL","se","21.8260294389303"
"0.5BL","se","21.6316527429346"
"0.5BL","se","21.5685426633752"
"0.5BL","se","21.4470693636006"
"0.5BL","se","21.3783694876765"
"0.5BL","se","21.2990717360185"
"0.5BL","se","21.1875105177179"
"0.5BL","se","20.9600277694797"
"0.5BL","se","20.9051989103905"
"0.5BL","se","20.9323830806198"
"0.5BL","se","20.9910128198985"
"0.5BL","se","21.0568181501493"
"0.5BL","se","21.1498407726602"
"0.5BL","se","21.2463226713981"
"0.5BL","se","21.3609711988943"
"0.5BL","se","21.5623511139466"
"0.5BL","se","21.5598665641212"
"0.5BL","se","21.693456934233"
"0.5BL","se","21.8187240814727"
"0.5BL","se","21.9121812922717"
"0.5BL","se","22.1303257744229"
"0.5BL","se","22.36990936626"
"0.5BL","se","22.6022449259578"
"0.5BL","se","22.6864952171062"
"0.5BL","se","22.8956923079582"
"0.5BL","se","23.0862697535858"
"0.5BL","se","23.3093296286234"
"0.5BL","se","23.4582688890953"
"0.5BL","se","23.533462425341"
"0.5BL","se","23.6802454242158"
"0.5BL","se","23.8254538483595"
"0.5BL","se","23.9476787455791"
