"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
580.246098,424.60059,747.37128,445.155928,977.529108,545.88174,1038.845399,574.429096,1577.121992,713.239239,744.501958,501.876622,806.731365,533.551232,939.559639,598.591689,974.872048,635.114743
580.991076,419.584647,747.548618,444.510929,976.761532,545.952257,1038.446389,574.429096,1571.136838,705.620192,742.871867,501.106698,804.536809,535.244354,939.759144,599.559188,974.473038,635.114743
581.390086,416.198404,747.37128,443.435931,976.163016,546.436006,1037.249358,574.429096,1565.151684,700.903639,742.339853,499.8167,805.534334,536.695601,939.759144,599.801062,971.08145,634.147245
581.789096,412.81216,748.25797,442.145934,975.564501,546.436006,1037.049853,575.396594,1563.05688,698.001144,742.20685,498.526703,807.728891,538.388723,939.160629,599.075438,970.881945,632.212249
581.789096,409.667791,747.725956,441.070936,974.76648,545.952257,1035.453812,574.912845,1565.450942,698.363956,742.339853,496.914206,812.916024,539.114346,939.360134,598.833564,969.88442,630.761002
581.190581,407.732795,747.903294,439.565939,973.768955,545.952257,1034.256781,575.880343,1569.939807,698.001144,742.738864,494.97921,815.709096,535.969977,938.961124,598.833564,970.482935,628.342256
580.592065,406.523423,748.25797,438.490941,972.970934,546.436006,1032.461235,576.122217,1574.428673,699.452391,742.738864,493.205463,816.307611,530.406863,937.963598,598.349815,969.684915,626.649135
579.99355,405.072175,748.25797,438.275941,971.574398,546.436006,1031.064699,575.638468,1578.019765,699.08958,742.339853,491.754216,816.108106,523.150627,938.362609,598.10794,968.487884,626.165386
578.996024,404.830301,747.37128,436.125946,970.975883,545.952257,1029.668163,575.154719,1582.508631,697.638332,741.940843,490.141719,814.31256,516.620015,937.564588,597.382317,967.689863,624.472264
577.998499,404.346552,746.484591,435.050948,970.177862,545.226634,1028.870143,574.67097,1583.705662,696.912709,741.541833,488.045473,812.517014,510.089403,937.365083,596.414819,967.689863,623.262891
576.801468,404.104677,745.952577,433.545951,969.180337,544.984759,1027.872617,574.187221,1586.997496,696.549897,740.743812,485.949227,809.723942,504.04254,936.567062,595.447321,968.088873,619.151024
575.205427,404.588426,745.065887,431.825954,968.980832,544.259136,1026.675586,573.945347,1589.391558,696.549897,739.679785,483.691732,808.327406,499.930673,936.168052,593.754199,967.889368,615.039157
574.008396,404.588426,743.647184,430.750956,968.781326,543.291637,1025.877566,572.494099,1592.084877,697.638332,738.216747,482.079235,806.13285,494.851308,935.968547,591.819203,967.490358,612.620412
572.61186,404.830301,742.583157,429.890958,968.182811,542.566014,1025.678061,571.526601,1594.478939,698.726768,737.15272,480.950487,804.536809,491.22319,935.569537,590.851705,967.091348,610.685416
571.414829,405.31405,740.987116,429.030959,967.783801,541.356641,1025.079545,569.83348,1594.179681,700.178015,735.955689,479.660489,803.339778,489.530068,935.170526,589.400457,966.891843,608.75042
569.818788,405.31405,739.923088,427.955961,967.38479,540.389143,1024.88004,569.107856,1594.778197,700.540827,734.492651,478.370492,801.943242,487.595072,933.77399,587.223587,966.891843,606.815423
569.020767,406.039674,738.859061,427.310963,966.387265,537.970398,1024.88004,568.140358,1592.384135,701.26645,733.694631,477.886743,801.145221,485.90195,931.579434,584.562967,967.091348,604.638553
567.025716,406.523423,737.795034,427.095963,965.190234,535.793527,1024.88004,567.17286,1588.493785,701.629262,732.364597,477.402994,799.54918,483.725079,929.783888,581.902347,966.891843,603.187305
566.02819,407.732795,736.908344,426.665964,963.993203,534.34228,1024.48103,564.995989,1583.406404,700.903639,731.034562,476.596745,798.950665,482.999456,927.589331,579.483602,966.492832,600.526686
564.033139,407.97467,736.021655,426.020965,961.599142,530.956037,1023.683009,563.060993,1580.713085,699.08958,729.837532,477.402994,798.551655,482.757581,926.392301,578.516104,965.894317,598.591689
562.636603,408.458419,734.780289,425.590966,960.003101,529.504789,1023.084494,561.125997,1575.625704,699.452391,728.507497,477.886743,798.152644,482.999456,924.796259,576.822982,963.500255,596.898568
560.841057,408.458419,733.8936,425.590966,958.606565,528.537291,1021.488453,558.707251,1572.034611,699.08958,727.84248,477.886743,796.357098,484.934452,923.200218,576.339233,960.507678,595.93107
559.444521,408.458419,732.652235,425.590966,957.808544,527.811668,1020.690432,557.739753,1569.341292,699.452391,727.177463,477.886743,794.960562,487.595072,921.803682,574.887986,956.717081,595.689195
558.646501,407.732795,731.588207,424.730968,956.212503,527.086044,1020.291422,556.530381,1566.049457,699.452391,726.379443,477.564244,793.564026,488.56257,919.609126,574.646111,950.133411,596.898568
557.648975,407.007172,730.701518,424.515968,955.613988,526.118546,1020.091917,556.288506,1564.852426,699.452391,725.980432,477.402994,792.366995,488.804444,918.013085,574.162362,947.73935,599.317313
557.249965,406.039674,729.460153,424.085969,954.416957,525.634797,1019.293896,555.804757,1565.151684,702.717697,725.448419,477.402994,791.169965,488.56257,917.614075,573.194864,946.342814,601.010435
556.651449,404.830301,728.573463,423.225971,953.618936,525.634797,1019.094391,556.046632,1563.954653,711.062369,725.182412,476.757995,790.371944,488.320695,916.616549,574.646111,945.544793,601.252309
555.853429,403.862803,727.509436,422.580972,954.017947,525.151048,1018.894886,556.772255,1565.151684,722.309534,724.517395,476.112996,789.573924,487.595072,916.816054,574.162362,944.148257,603.187305
555.454418,403.137179,726.26807,421.290974,954.217452,525.876671,1018.495876,557.256004,1564.253911,735.370759,724.650398,475.306748,787.778377,487.836946,917.81358,575.12986,942.951227,605.606051
555.254913,402.169681,726.26807,420.430976,954.416957,525.876671,1017.89736,556.772255,1562.458365,742.264183,724.517395,474.661749,787.379367,488.078821,919.409621,576.339233,941.554691,608.992294
554.855903,400.476559,726.26807,420.430976,954.017947,525.876671,1017.697855,557.981628,1558.268757,749.88323,724.916405,474.5005,786.980357,487.111323,918.21259,575.371735,940.956175,610.443541
