"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
20.527071,10.800002,12.296735,18.433872,10.950065,11.484732,16.092872,11.485886,9.48695,15.222892,11.356712,8.838451,7.442388,10.831174,5.007138,18.834852,10.416236,10.467045,18.22468,9.507266,9.36322,16.533477,11.156719,8.662851,16.361746,11.188568,7.780161
20.530453,10.779985,12.271056,18.442008,10.923758,11.47182,16.094539,11.497447,9.479222,15.212001,11.402398,8.835596,7.520841,10.948684,5.069207,18.822315,10.377661,10.443004,18.168682,9.460428,9.357637,16.517558,11.163088,8.649491,16.364574,11.228236,7.777666
20.536356,10.753017,12.258156,18.44607,10.902761,11.458339,16.095328,11.510169,9.477925,15.201915,11.461599,8.848973,7.59965,11.017128,5.108434,18.810277,10.351177,10.432772,18.131635,9.429013,9.377092,16.501537,11.169719,8.631137,16.356459,11.239591,7.747469
20.540329,10.729658,12.228636,18.454854,10.87775,11.439889,16.100531,11.512729,9.472323,15.204332,11.523717,8.85268,7.69415,11.01093,5.14908,18.81692,10.326642,10.414326,18.110326,9.373392,9.394697,16.481786,11.184777,8.609714,16.355849,11.246518,7.743919
20.550753,10.714162,12.202561,18.459188,10.864982,11.426818,16.102569,11.504091,9.467868,15.211955,11.586824,8.859145,7.777766,10.898519,5.108366,18.832062,10.309901,10.414168,18.098503,9.329767,9.418579,16.47767,11.175899,8.59122,16.334164,11.241444,7.705718
20.558732,10.68594,12.177659,18.467476,10.849272,11.41883,16.110631,11.488746,9.458953,15.234264,11.619625,8.859063,7.822755,10.693377,5.053757,18.841959,10.271844,10.398936,18.092901,9.289004,9.445737,16.519067,11.123919,8.607388,16.342217,11.229923,7.71019
20.57606,10.670441,12.164825,18.475307,10.837162,11.408107,16.136017,11.457761,9.437516,15.254062,11.646119,8.861928,7.874817,10.513884,5.05682,18.851769,10.252042,10.403875,18.087669,9.237668,9.493736,16.553463,11.077124,8.588783,16.353033,11.192412,7.711911
20.601785,10.646701,12.151961,18.489533,10.817301,11.391744,16.152183,11.383556,9.428016,15.271075,11.641639,8.855076,7.94703,10.343578,5.046791,18.872389,10.232814,10.400335,18.087972,9.189147,9.537087,16.590767,11.007671,8.583642,16.368223,11.142936,7.717086
20.612501,10.632812,12.155654,18.519099,10.803725,11.387868,16.164436,11.322597,9.401303,15.294746,11.616032,8.844507,8.015005,10.176892,5.055154,18.877512,10.198055,10.39714,18.095251,9.157421,9.578004,16.632169,10.955188,8.576076,16.377531,11.066877,7.728469
20.619611,10.628156,12.154569,18.539964,10.784687,11.379502,16.173561,11.255513,9.380134,15.317225,11.560652,8.825214,8.098942,9.999632,5.036002,18.904035,10.181543,10.401788,18.098851,9.132205,9.596563,16.664761,10.920172,8.58715,16.407213,10.969947,7.75264
20.62512,10.625294,12.164221,18.554814,10.777136,11.3838,16.186208,11.201638,9.368481,15.342506,11.501395,8.788517,8.14866,9.797852,5.035304,18.924609,10.17827,10.418572,18.1151,9.101906,9.641505,16.683173,10.821405,8.572839,16.415968,10.854175,7.757572
20.624842,10.622973,12.175002,18.575555,10.771474,11.388201,16.196505,11.145192,9.348853,15.355619,11.419229,8.761833,8.200153,9.600898,5.030303,18.950713,10.171575,10.435339,18.130476,9.084263,9.689099,16.707305,10.699487,8.566659,16.414482,10.760521,7.761967
