"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
497.822709,347.813074,635.662673,347.603156,801.091404,373.839114,878.033892,384.97282,1284.619226,384.730311,638.473236,408.485593,713.641568,446.340158,803.116948,426.887603,842.353509,448.778834
498.32091,344.793053,634.020189,346.698019,800.262802,375.245518,877.888568,383.563323,1283.487718,388.159836,635.458492,408.055594,711.749964,447.200156,803.353398,427.17427,842.553014,448.05321
497.324509,342.98104,632.527022,346.335964,800.262802,375.848262,878.179216,383.73951,1284.902103,387.130979,633.330437,407.840595,709.621909,446.626824,803.826299,427.460936,842.952024,448.778834
497.324509,341.169027,631.332488,345.973909,800.594243,376.651921,876.435325,383.387135,1291.691156,387.473931,630.847707,407.195596,706.075151,446.053492,802.880497,427.747602,841.954498,449.262583
496.826309,338.75301,630.137954,346.154936,799.59992,377.656495,876.580649,383.73951,1298.197331,390.217551,628.89699,406.550597,703.710646,444.620161,802.880497,428.894266,841.555488,450.471956
496.561707,338.429364,628.94342,345.430826,799.4342,378.25924,874.836758,385.325194,1304.137752,394.675934,628.187638,406.335598,701.582591,443.186831,802.171145,429.180932,841.355983,450.71383
496.364887,336.759032,628.346153,345.249799,798.937039,379.062899,873.238191,387.263253,1309.795295,400.849079,627.655625,405.2606,700.400338,441.466834,801.698244,430.327597,840.158952,450.230081
495.577608,335.804556,627.599569,344.344662,797.279835,380.268388,871.494299,389.90606,1311.209681,404.621556,627.300949,403.325603,698.745185,439.746837,799.097289,431.187595,838.961921,450.471956
495.183968,335.327318,627.002302,342.172332,796.616954,380.268388,870.913002,391.13937,1313.189821,410.108796,627.655625,401.820606,697.090031,438.313507,797.678585,431.187595,836.96687,450.230081
493.215769,332.46389,626.703669,340.724112,795.125471,380.871132,869.169111,392.548868,1313.189821,417.310799,627.655625,400.745608,695.927742,435.562608,795.31408,431.187595,835.570334,449.746332
492.23167,331.986652,626.554352,339.456919,793.799708,380.670217,867.570543,394.134552,1310.078172,419.711466,627.832962,398.595613,694.526554,430.636198,791.530872,431.187595,831.363799,447.621521
490.853931,331.270795,625.509135,338.008699,791.645343,380.067473,865.826652,395.015488,1305.26926,420.740324,627.832962,397.735614,693.545722,426.389293,788.693465,430.900929,826.974686,445.041526
489.869831,330.554938,624.613235,337.103562,788.993818,378.460154,863.646788,395.367862,1301.026103,419.368514,627.832962,396.660616,693.265484,422.312263,786.801861,430.327597,822.319566,443.590278
488.492092,330.316319,623.717334,336.379452,787.005173,377.053751,861.176275,394.486926,1301.874734,417.996704,627.123611,395.800618,692.004415,418.744863,784.437356,428.894266,819.260487,442.94528
487.507993,330.0777,623.418701,336.379452,786.176572,375.245518,858.705762,393.429804,1302.440489,416.624894,626.946273,395.155619,691.584058,415.856967,782.545752,427.747602,815.137381,442.139031
485.146155,329.600462,622.5228,336.198424,785.016529,374.441859,857.833816,392.725055,1300.743226,415.596036,626.236921,394.295621,690.18287,414.328082,779.708345,426.600937,810.349258,441.494033
482.981136,329.839081,621.328267,336.017397,783.856487,373.035455,855.944601,392.020306,1299.611717,414.567179,624.818218,393.435623,689.061919,412.969072,777.816741,425.740939,808.354207,441.010283
481.800217,330.0777,619.984416,335.112259,782.530724,371.629051,854.782006,390.610809,1296.782945,417.653751,623.399515,393.005624,688.361325,411.949815,777.34384,424.880941,806.093149,441.655282
480.619298,329.839081,618.491249,334.750204,782.199283,371.026307,853.474088,389.729873,1295.085682,420.397371,621.803474,393.005624,687.660731,411.610062,777.34384,424.020942,805.428131,442.300281
480.225658,329.600462,616.699448,334.207122,781.867842,370.423563,852.747466,389.377499,1292.25691,421.769181,618.966068,393.220623,686.119424,413.4787,778.526093,423.44761,805.162125,442.300281
479.635198,329.600462,615.355597,333.66404,782.530724,370.222648,853.183439,388.848937,1289.145261,423.140991,617.90204,393.220623,684.297879,416.19672,778.762543,423.734276,805.960145,442.139031
479.635198,328.884605,614.609014,333.120957,782.530724,369.619904,853.910061,386.734691,1283.20484,419.368514,616.305999,393.865622,683.176929,422.312263,779.708345,424.020942,809.418234,443.106529
479.438378,327.214272,613.563797,333.120957,782.862164,369.017159,854.927331,386.029943,1276.698665,414.224226,614.709958,393.865622,682.196097,425.200159,780.654147,423.44761,811.280282,443.912778
479.044739,326.259796,612.96653,332.758902,783.027885,368.61533,855.363303,385.149007,1276.415788,412.852416,614.000606,393.005624,681.355384,425.879664,780.417697,423.160944,810.349258,443.912778
