"specimen","speedBL","angle_attack"
"4BL","se","31.7807000391664"
"4BL","se","32.1374819908234"
"4BL","se","31.9191045412904"
"4BL","se","31.8311051938038"
"4BL","se","31.1429676096377"
"4BL","se","31.393361522264"
"4BL","se","31.0511190688149"
"4BL","se","31.2304223462879"
"4BL","se","31.4492541266161"
"4BL","se","31.5452029675074"
"5BL","se","31.3854547818764"
"5BL","se","34.1728391127418"
"5BL","se","35.0406772617353"
"5BL","se","36.1028461684824"
"5BL","se","36.0220570969724"
"5BL","se","34.8788091209794"
"5BL","se","35.1676430866344"
"5BL","se","34.4630137196844"
"5BL","se","35.4781070693293"
"5BL","se","35.1382265637698"
"5BL","se","34.6793467237537"
"5BL","se","33.8402380280759"
"5BL","se","34.4492579634347"
"5BL","se","34.0518796601716"
"5BL","se","34.5557001886751"
"5BL","se","35.4857926796847"
"5BL","se","36.3637914411867"
"5BL","se","37.1618353836245"
"5BL","se","37.5481019055954"
"5BL","se","38.2142150723519"
"5BL","se","39.5570786192976"
"5BL","se","41.6768927093761"
"5BL","se","43.9415929953551"
"5BL","se","44.3722599221146"
"6BL","se","25.3947527067813"
"6BL","se","25.3021521666855"
"6BL","se","25.5799587751679"
"6BL","se","25.9288165912977"
"6BL","se","26.8524472554806"
"6BL","se","26.7515615765025"
"6BL","se","27.4470536589483"
"6BL","se","27.6283565565126"
"6BL","se","28.130072957387"
"6BL","se","27.7633546277141"
"6BL","se","27.8046201502307"
"6BL","se","27.3166444597173"
"6BL","se","27.3571122548051"
"6BL","se","26.6928179948171"
"6BL","se","25.9396200576753"
"6BL","se","25.7067044847715"
"6BL","se","25.9373873541581"
"6BL","se","25.2354060615196"
"6BL","se","25.2484424884787"
"6BL","se","25.1498214410585"
"6BL","se","23.9312015542418"
"6BL","se","24.5644571339367"
"6BL","se","24.3387113024724"
"6BL","se","24.4207065572571"
"6BL","se","23.8458603240504"
"6BL","se","23.8829086263135"
"6BL","se","24.4694418730863"
"6BL","se","24.907823072439"
"1.25BL","se","22.266817280424"
"1.25BL","se","21.8618375537805"
"1.25BL","se","22.2678824133806"
"1.25BL","se","23.5515362730023"
"1.25BL","se","25.6552381545907"
"1.25BL","se","28.9547222151715"
"1.25BL","se","31.1664634843678"
"1.25BL","se","33.1455236565651"
"1.25BL","se","34.6154114022862"
"1.25BL","se","36.3532811859633"
"1.25BL","se","37.3685336413005"
"1.25BL","se","38.0020329823766"
"1.25BL","se","38.0804428262975"
"1.25BL","se","37.8170305977299"
"1.25BL","se","37.4438407557212"
"1.25BL","se","37.3737650293079"
"1.25BL","se","37.6585110630719"
"1.25BL","se","37.5862459185732"
"1.25BL","se","37.4802401013369"
"1.25BL","se","36.7779725974018"
"1.25BL","se","36.1780197793374"
"1.25BL","se","36.0249930440442"
"1.25BL","se","35.346004864345"
"1.25BL","se","34.9166658042972"
"1.25BL","se","34.4781602531642"
"1.25BL","se","34.0915763398898"
"1.25BL","se","33.3829103213313"
"1.25BL","se","33.5474885031278"
"1.25BL","se","33.9838625404806"
"1.25BL","se","34.543661574035"
"1.25BL","se","35.7600555430651"
"1.25BL","se","37.3666539113989"
"1.25BL","se","38.9491031586899"
"1.25BL","se","41.2452685746123"
"1.25BL","se","43.3404872827554"
"1.25BL","se","46.1759219841597"
"1.25BL","se","50.0744290202341"
"1.25BL","se","52.01508442892"
"1.25BL","se","53.490624747502"
"1.25BL","se","54.7366802564627"
"1.25BL","se","55.7217048627354"
"1.25BL","se","55.5503309036797"
"1.25BL","se","55.0378543876858"
"1.25BL","se","55.2494949183092"
"1.25BL","se","54.0709104346363"
"1.25BL","se","53.6611384317549"
"1.5BL","se","52.7569001796504"
"1.5BL","se","53.4879817552443"
"1.5BL","se","54.09976789405"
"1.5BL","se","54.1535756328726"
"1.5BL","se","54.8924948742667"
"1.5BL","se","55.3225543655714"
"1.5BL","se","56.1726007236895"
"1.5BL","se","57.638428392203"
"1.5BL","se","58.1852876872321"
"1.5BL","se","58.7641731485743"
"1.5BL","se","59.3793577917607"
"1.5BL","se","59.6467696211329"
"1.5BL","se","61.0019931269033"
"1.5BL","se","61.6298564380091"
"1.5BL","se","62.4189519594763"
"1.5BL","se","62.4351081339444"
"1.5BL","se","63.3686935670606"
"1.5BL","se","63.9489831727085"
"1.5BL","se","64.2961326900633"
"1.5BL","se","64.0561546433437"
"1.5BL","se","63.0146584174285"
"1.5BL","se","62.717330495387"
"1.5BL","se","62.8498433872565"
"1.5BL","se","62.8278886326706"
"1.5BL","se","62.9767538849445"
"1.5BL","se","62.7026909280891"
"1.5BL","se","61.7357870198373"
"1.5BL","se","61.0690970980301"
"1.5BL","se","60.1016016456171"
"1.5BL","se","59.9357750859007"
"1.5BL","se","58.7303003314742"
"1.5BL","se","59.0081756109516"
"1.5BL","se","58.8280836315799"
"1.5BL","se","58.5345791991767"
"1.5BL","se","57.3132393211067"
"1.5BL","se","56.968965481265"
"1.5BL","se","57.703007991488"
"1.5BL","se","57.1021443562528"
"1.5BL","se","58.0785785883716"
"1.5BL","se","58.4745587503008"
"1.5BL","se","57.6933225507393"
"1.5BL","se","57.6700810717766"
"1.5BL","se","57.2899211065229"
"1.5BL","se","56.7222030408166"
"1.5BL","se","56.4159268279198"
"1.5BL","se","56.4543331984591"
"1.5BL","se","57.1169434396804"
"1.5BL","se","57.0533024006658"
"1.5BL","se","56.3141408191054"
"1.5BL","se","55.9630761128036"
"1.5BL","se","55.491921522721"
"1.5BL","se","55.7505640907897"
"1.5BL","se","56.0691618516745"
"1BL","se","39.4040297542244"
"1BL","se","38.1693092963133"
"1BL","se","37.5052672703403"
"1BL","se","37.1358843238615"
"1BL","se","37.4205592716523"
"1BL","se","37.214951765248"
"1BL","se","38.1366315551466"
"1BL","se","39.850587413851"
"1BL","se","40.33847462502"
"1BL","se","40.2500516402547"
"1BL","se","39.8721194209279"
"1BL","se","41.5166712302944"
"1BL","se","42.0539647956997"
"1BL","se","42.3892704961535"
"1BL","se","41.4026914013713"
"1BL","se","42.2365809707592"
"1BL","se","43.1267449885484"
"1BL","se","43.5135716551702"
"1BL","se","43.9931881265799"
"1BL","se","44.7705085070694"
"1BL","se","44.226295169983"
"1BL","se","44.5616825254777"
"1BL","se","45.021925109056"
"1BL","se","45.2483893286774"
"1BL","se","46.1705568031089"
"1BL","se","45.3048159204022"
"1BL","se","46.607639249426"
"1BL","se","46.5028972221007"
"1BL","se","46.2764734690428"
"1BL","se","45.3071203015379"
"1BL","se","45.1681138719632"
"1BL","se","43.4264682651488"
"1BL","se","43.2695696012042"
"1BL","se","44.4176443060154"
"1BL","se","44.6799358419277"
"1BL","se","45.1882648152405"
"1BL","se","46.2608318403802"
"1BL","se","46.1060859190021"
"1BL","se","46.3718222424808"
"1BL","se","46.9336420108174"
"1BL","se","46.7929036162248"
"1BL","se","47.055072805372"
"1BL","se","47.5100469788448"
"1BL","se","47.8827755025064"
"1BL","se","48.5719887189184"
"1BL","se","48.7251802052899"
"1BL","se","48.5406685762299"
"1BL","se","48.1049724569555"
"1BL","se","47.7040850201252"
"1BL","se","46.4798447240574"
"1BL","se","46.0704687246592"
"1BL","se","45.6876851230932"
"1BL","se","45.6888732524204"
"2BL","se","51.242789020783"
"2BL","se","51.1275447076258"
"2BL","se","51.0917724624561"
"2BL","se","52.1090991590352"
"2BL","se","52.0987723873435"
"2BL","se","53.3046278880132"
"2BL","se","54.828523988707"
"2BL","se","56.1034731045239"
"2BL","se","56.9994249109591"
"2BL","se","58.9018408881006"
"2BL","se","60.6248195905928"
"2BL","se","62.3130427959484"
"2BL","se","62.8939526345109"
"2BL","se","63.4937727423698"
"2BL","se","64.0925934794647"
"2BL","se","65.3080586749533"
"2BL","se","66.1231100707177"
"2BL","se","66.5477367334559"
"2BL","se","66.2968350057833"
"2BL","se","66.3837482362215"
"2BL","se","66.6216059180462"
"2BL","se","66.7346086362339"
"2BL","se","67.4109768986166"
"2BL","se","67.6493165676025"
"2BL","se","68.9373151291706"
"2BL","se","68.6032775666395"
"2BL","se","68.9254777618571"
"2BL","se","68.2958269106287"
"2BL","se","66.8809249615418"
"2BL","se","65.7300994929257"
"2BL","se","64.6912323777108"
"2BL","se","64.0377570938295"
"2BL","se","62.9386676273265"
"2BL","se","61.6513672134371"
"2BL","se","61.7858919387062"
"2BL","se","61.0395659221548"
"2BL","se","61.068301561959"
"2BL","se","59.691296719601"
"2BL","se","58.3087214148548"
"2BL","se","57.5470001912655"
"2BL","se","56.0083857909023"
"2BL","se","55.5771196069029"
"2BL","se","54.3727126822653"
"2BL","se","53.4342969003556"
"2BL","se","51.9091895349676"
"2BL","se","50.9441561388066"
"2BL","se","49.3956724625161"
"2BL","se","47.8044912045419"
"2BL","se","47.060331698543"
"2BL","se","46.4603142643362"
"3BL","se","57.3406122023121"
"3BL","se","58.5197879796585"
"3BL","se","59.8007472730587"
"3BL","se","60.2726297158517"
"3BL","se","60.1551063924432"
"3BL","se","61.3786523570239"
"3BL","se","61.9125982274636"
"3BL","se","62.6531946589312"
"3BL","se","63.195711485137"
"3BL","se","62.5756580327174"
"3BL","se","60.5622782676239"
"3BL","se","58.3845151513368"
"3BL","se","56.6978021813782"
"3BL","se","55.0113394225719"
"3BL","se","53.5671315920069"
"3BL","se","52.3481238760164"
"3BL","se","52.1509186077135"
"3BL","se","52.4736804982949"
"3BL","se","53.0269727118881"
"3BL","se","53.3934517501121"
"3BL","se","53.3900337775523"
"3BL","se","53.1437469855608"
"3BL","se","53.3057245261744"
"3BL","se","53.5505955981968"
"3BL","se","54.0900744013161"
"3BL","se","54.206390916169"
"3BL","se","54.4928243037536"
"3BL","se","54.7949236185519"
"3BL","se","55.190090676454"
"3BL","se","55.4261476715117"
"3BL","se","56.0399929074374"
"3BL","se","56.0720455366029"
"3BL","se","56.1499751082682"
"3BL","se","56.4967469021667"
"3BL","se","56.7676069116965"
"4BL","se","51.8833878528837"
"4BL","se","51.3859515075282"
"4BL","se","49.7201617865763"
"4BL","se","49.3547187413085"
"4BL","se","49.3120699591047"
"4BL","se","49.3580880724002"
"4BL","se","49.4755125191451"
"4BL","se","50.7094856468417"
"4BL","se","51.1836666185432"
"4BL","se","52.4981513767191"
"4BL","se","54.5017061264736"
"4BL","se","55.5963352380127"
"4BL","se","56.7997953666503"
"4BL","se","58.3753825424059"
"4BL","se","58.7730558997492"
"4BL","se","59.381498396704"
"4BL","se","59.2671912891155"
"4BL","se","58.3736477780336"
"4BL","se","57.2956131064512"
"4BL","se","56.2638385890072"
"4BL","se","55.5708593827503"
"4BL","se","55.280298084315"
"4BL","se","56.0688882652577"
"4BL","se","55.8082313830648"
"4BL","se","55.3040666884316"
"4BL","se","55.901446032346"
"4BL","se","55.4470478619038"
"4BL","se","53.8990931814476"
"4BL","se","53.3591156508013"
"4BL","se","52.8917504452674"
"4BL","se","52.3968208750807"
"4BL","se","51.9518591653831"
"4BL","se","52.4690772935777"
"4BL","se","52.8857576139595"
"4BL","se","54.1641243590915"
"4BL","se","55.1711782117851"
"4BL","se","55.9455046570835"
"4BL","se","57.3285821310659"
"5BL","se","34.3458589700823"
"5BL","se","35.6445114770523"
"5BL","se","38.4208796487904"
"5BL","se","41.7812611730772"
"5BL","se","45.0288623460599"
"5BL","se","47.8422333479014"
"5BL","se","49.6511807036297"
"5BL","se","51.5203806438354"
"5BL","se","51.08658270308"
"5BL","se","48.1158396982255"
"5BL","se","45.895632539906"
"5BL","se","42.9163914026483"
"5BL","se","41.2161215984285"
"5BL","se","38.5672575893571"
"5BL","se","37.5792974262711"
"5BL","se","37.1497457404502"
"5BL","se","40.7775775120166"
"5BL","se","45.0688506555771"
"5BL","se","48.6847311820756"
"5BL","se","51.4464448778672"
"5BL","se","55.5696640672508"
"5BL","se","58.6856972620585"
"5BL","se","60.7284384440743"
"5BL","se","63.2403254543197"
"5BL","se","62.6134318880921"
"0.5BL","se","37.6326068973407"
"0.5BL","se","36.5127894140746"
"0.5BL","se","36.327034247855"
"0.5BL","se","36.0868135082484"
"0.5BL","se","35.5789028138347"
"0.5BL","se","34.8193699832825"
"0.5BL","se","33.7834611076738"
"0.5BL","se","33.0403313706848"
"0.5BL","se","32.3429476018345"
"0.5BL","se","31.3084771811594"
"0.5BL","se","30.5744636537737"
"0.5BL","se","29.2536827050468"
"0.5BL","se","28.1995492977026"
"0.5BL","se","27.5229701254103"
"0.5BL","se","26.4951130874415"
"0.5BL","se","25.6040651029014"
"0.5BL","se","24.7752610649394"
"0.5BL","se","23.7170357502773"
"0.5BL","se","23.3108964561889"
"0.5BL","se","23.306791346272"
"0.5BL","se","22.9955324175167"
"0.5BL","se","24.0141142773082"
"0.5BL","se","25.9008440232428"
"0.5BL","se","27.5637619651393"
"0.5BL","se","28.8548791062519"
"0.5BL","se","29.7664603493138"
"0.5BL","se","29.7654633664249"
"0.5BL","se","29.7743017982871"
"0.5BL","se","29.4007511120937"
"0.5BL","se","28.9712349137553"
"0.5BL","se","28.5078967687448"
"0.5BL","se","28.2976256169144"
"0.5BL","se","27.3782240973011"
"0.5BL","se","27.2085870405165"
"0.5BL","se","27.0500843087656"
"0.5BL","se","26.3118792854304"
"0.5BL","se","26.5269298859067"
"0.5BL","se","26.834023352304"
"0.5BL","se","27.1242745339818"
"0.5BL","se","27.2946879200702"
"0.5BL","se","27.7831769193049"
"0.5BL","se","28.4825207929883"
"0.5BL","se","28.5820148707467"
"0.75BL","se","29.8419358739755"
"0.75BL","se","30.2026582731612"
"0.75BL","se","30.4195250491072"
"0.75BL","se","31.156311819754"
"0.75BL","se","31.3049088423968"
"0.75BL","se","31.6555264305414"
"0.75BL","se","31.5402147783386"
"0.75BL","se","31.5196665997384"
"0.75BL","se","31.6957143468097"
"0.75BL","se","32.5160470961429"
"0.75BL","se","32.6610803296464"
"0.75BL","se","33.3860863619316"
"0.75BL","se","32.8636445542172"
"0.75BL","se","32.7874648106336"
"0.75BL","se","33.0835045816549"
"0.75BL","se","34.4162423845481"
"0.75BL","se","36.0388432717993"
"0.75BL","se","36.7307127209675"
"0.75BL","se","37.3570760678688"
"0.75BL","se","37.5433511782908"
"0.75BL","se","37.9427757878863"
"0.75BL","se","37.6294523363524"
"0.75BL","se","37.4531948984783"
"0.75BL","se","37.098344853803"
"0.75BL","se","36.9950713397078"
"0.75BL","se","36.8193719073095"
"0.75BL","se","36.485488409649"
"0.75BL","se","35.8734265818613"
"0.75BL","se","35.766125697098"
"0.75BL","se","35.7276214859063"
"0.75BL","se","35.4750515548598"
"0.75BL","se","35.0204763783906"
"0.75BL","se","34.6353055542735"
"0.75BL","se","34.3462896922513"
"0.75BL","se","33.4071883854578"
"0.75BL","se","33.1880783132679"
"0.75BL","se","32.8775604242372"
"0.75BL","se","32.4434090994645"
"0.75BL","se","32.3412598234982"
"0.75BL","se","32.4359668455737"
"0.75BL","se","32.7754383931029"
"0.75BL","se","33.3074822207364"
"0.75BL","se","33.5169124895516"
"0.75BL","se","34.4495707458432"
"0.75BL","se","35.006656307906"
"0.75BL","se","35.809536615146"
"0.75BL","se","36.0372152522359"
"1.25BL","se","38.7327163610063"
"1.25BL","se","39.0410742753999"
"1.25BL","se","39.6963277143758"
"1.25BL","se","40.0922576162897"
"1.25BL","se","40.7188546440726"
"1.25BL","se","41.3871012083545"
"1.25BL","se","42.329163620477"
"1.25BL","se","43.1434800084635"
"1.25BL","se","43.7560433499747"
"1.25BL","se","44.1229346848648"
