"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
300.040611,186.395836,499.831649,242.061644,686.676114,372.064877,785.06296,445.144281,1269.307253,678.582453,464.744949,309.165611,548.062082,363.730655,657.059417,442.692894,721.910005,501.883827
300.572624,187.040834,500.109723,242.339575,687.474134,372.790501,785.86098,445.386155,1264.818387,675.679959,466.295287,310.881786,550.367475,366.31065,658.854964,442.451019,723.506046,502.851325
301.09161,188.131031,499.910218,242.823324,688.671165,373.516125,787.058011,446.111779,1260.928037,673.503088,468.08269,311.700756,551.786178,368.890645,660.65051,443.176643,725.301592,504.302572
301.268947,188.991029,499.910218,243.307073,689.070175,374.241748,788.055537,446.595528,1259.132491,666.972476,469.146718,313.205753,552.318191,373.190636,662.246551,444.62789,726.498623,504.786321
301.268947,190.066027,499.710712,243.307073,689.668691,374.725497,789.252567,446.837403,1260.030264,661.167487,470.210745,314.280751,553.914232,375.985631,663.643087,445.837263,727.097138,505.753819
301.268947,191.356025,500.508733,243.307073,690.009805,374.909615,789.252567,446.595528,1262.125068,657.902181,471.097435,315.355749,554.800922,378.135626,664.840118,446.804761,728.094664,505.753819
301.268947,192.431022,500.109723,243.307073,691.036467,375.60587,790.050588,447.079277,1264.51913,654.274063,471.984124,315.570749,555.864949,379.640624,665.837643,447.28851,729.4912,505.753819
300.914272,193.93602,500.309228,244.274571,691.745819,376.035869,790.848609,447.321152,1269.007995,653.185628,472.693476,315.785748,556.274362,380.345857,666.236654,447.530384,730.688231,505.511945
300.914272,194.796018,499.910218,244.274571,692.277833,376.465868,791.646629,447.563026,1275.890922,656.450934,473.225489,316.645747,556.806376,380.990856,666.635664,448.256008,732.483777,505.028196
301.09161,195.656016,499.910218,244.75832,692.809846,376.465868,792.44465,448.046775,1283.372365,658.264993,473.934841,317.290745,556.806376,381.205856,667.433684,448.497882,733.281798,504.302572
301.800961,195.226017,499.910218,244.75832,693.164522,376.895868,792.84366,448.28865,1290.255292,662.981546,472.693476,317.290745,556.274362,381.635855,668.0322,449.223506,734.877839,503.335074
302.510313,194.796018,499.710712,245.483944,693.873874,377.540866,793.043165,448.530524,1296.539704,668.060911,471.806786,316.645747,555.032997,381.850854,669.428736,449.223506,736.274375,502.851325
