"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
458.444952,287.552348,616.589261,344.796245,801.185348,478.963227,853.611648,518.281672,1341.634876,802.976214,589.309909,391.099366,607.019026,438.462261,752.263201,523.307961,752.828504,567.156694
456.776617,286.4814,614.884593,343.737351,799.190297,478.747521,851.816102,517.634554,1338.552262,798.73429,587.715509,390.234689,604.624965,438.78582,751.06617,525.572875,753.108742,568.671667
454.916038,285.339383,612.690036,343.090233,798.392276,480.688876,850.619071,516.987435,1333.227746,789.947447,586.318973,390.234689,600.136099,440.727175,750.168397,526.867112,751.707553,570.792629
453.497335,284.18895,610.49548,341.58029,797.195246,481.983112,848.089902,517.297002,1330.985845,781.463599,585.321447,389.371864,597.44278,441.050734,747.774335,527.190671,751.707553,573.822575
452.078632,282.463301,608.101418,340.717466,795.79871,482.630231,846.693366,516.86559,1329.304419,774.797719,584.323922,388.940452,594.450203,442.34497,745.679531,527.837789,749.185414,576.246531
451.36928,281.504608,606.305872,339.854641,795.200194,483.277349,844.698314,516.434178,1328.463706,770.555794,582.72788,387.861922,592.056141,442.34497,743.285469,529.132026,747.503989,578.367493
450.127915,279.395481,604.111315,338.776111,794.003164,483.061643,843.301778,517.728414,1327.622993,765.101892,580.932334,385.920567,588.764307,441.697852,741.489923,528.808467,746.943513,579.276477
449.595901,278.245049,602.116264,337.69758,792.407122,482.414525,840.109696,518.591239,1327.622993,760.253979,579.336293,385.057742,586.669503,440.727175,739.694377,530.102703,745.822563,580.79145
448.354536,276.135922,600.719728,336.61905,791.010587,482.845937,839.311676,518.375533,1327.062518,757.830022,577.740252,383.979212,583.676926,438.462261,738.497346,531.073381,744.98185,582.003428
447.467846,273.259841,599.522697,335.540519,789.614051,482.845937,837.91514,517.94412,1326.502042,755.70906,576.343716,382.684975,581.88138,438.462261,737.898831,531.720499,743.860899,582.912412
446.581157,271.150715,597.926656,334.461989,788.41702,482.845937,835.920089,518.806945,1327.622993,753.588098,574.747675,381.175033,581.582122,437.815142,737.300315,531.720499,743.020186,583.518401
445.694467,269.041589,596.729625,333.383458,785.424443,482.414525,834.124542,519.238357,1328.743944,751.770131,573.151634,379.233678,582.180637,438.138701,736.402542,532.044058,742.739948,583.518401
445.162454,267.31594,596.53012,332.952046,784.426917,482.414525,832.528501,519.238357,1329.304419,751.467136,571.356088,377.939441,582.180637,437.815142,735.504769,532.367617,742.179473,583.518401
444.275764,265.206813,593.936554,332.304928,783.030381,481.767406,830.93246,518.806945,1330.705607,754.194087,569.760047,376.860911,582.779153,437.491583,734.008481,533.014736,740.778285,582.912412
443.389075,263.097687,591.941502,330.147867,782.032855,481.335994,829.934935,518.806945,1331.826558,758.436011,567.764995,375.350968,583.676926,436.844465,732.81145,533.338295,739.096859,583.215406
442.325047,260.796822,590.544966,329.500748,779.638794,480.904582,827.939883,518.159827,1333.788222,761.768952,565.969449,373.841025,583.07841,434.90311,732.212935,533.661854,737.975908,582.912412
441.438358,258.687696,589.746946,327.990806,778.042753,480.257464,825.745327,517.512708,1335.469648,760.859968,563.974398,372.546789,581.88138,432.961755,731.015904,533.661854,736.854957,582.306423
440.906344,256.195092,588.74942,326.696569,776.646217,479.178933,824.548296,516.86559,1336.870836,762.071946,562.178852,371.036846,579.487318,428.755486,729.818873,532.691177,736.294482,581.700434
439.842317,254.469443,586.155853,324.97092,775.050176,478.100403,823.55077,516.002766,1337.991787,761.162963,560.782316,370.174022,577.991029,425.519894,728.9211,532.691177,735.734007,580.488455
439.310303,252.935533,584.160802,323.245271,773.25463,477.021872,821.954729,514.924235,1338.552262,761.768952,559.186275,368.879785,575.896225,421.637185,728.621842,532.367617,734.613056,579.579471
