"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
18.265681,11.603102,9.360231,16.432404,11.602121,8.669409,13.841141,11.671453,6.525336,12.731122,11.124185,5.662438,4.800817,14.219902,2.610607,16.710048,11.043443,7.598235,16.39192,9.860428,6.521967,14.397767,11.455908,5.672638,14.235018,10.974746,4.929485
18.285576,11.567156,9.3705,16.47307,11.582967,8.663458,13.859573,11.721452,6.550381,12.734544,11.190702,5.683656,4.901529,14.275809,2.751697,16.733626,11.027169,7.60779,16.409776,9.854276,6.508052,14.422273,11.494319,5.690307,14.248052,11.066676,4.943964
18.321187,11.530289,9.386898,16.512667,11.541433,8.666465,13.881854,11.756535,6.585404,12.737909,11.281266,5.723741,4.97507,14.332041,2.834354,16.763852,11.003285,7.620004,16.409823,9.851225,6.49194,14.445497,11.534859,5.721397,14.258932,11.164508,4.954985
18.346199,11.489649,9.401717,16.539774,11.510589,8.665084,13.897808,11.808834,6.618935,12.742373,11.374213,5.745755,5.062859,14.425063,2.874069,16.773588,10.977039,7.622483,16.42303,9.854701,6.485327,14.459288,11.569148,5.723717,14.269486,11.254141,4.965938
18.369523,11.457756,9.421143,16.56108,11.485958,8.676846,13.918488,11.858169,6.630059,12.745879,11.477459,5.769314,5.130458,14.436303,2.917619,16.787812,10.94915,7.622739,16.436438,9.84514,6.472407,14.473099,11.590791,5.750946,14.274758,11.332132,4.968729
18.393841,11.425964,9.429671,16.595515,11.443279,8.676469,13.93754,11.897875,6.655807,12.75629,11.562186,5.802356,5.189237,14.398709,2.932169,16.812599,10.920636,7.638102,16.453,9.831612,6.482691,14.488903,11.618415,5.764721,14.280291,11.423544,4.974035
18.422321,11.404112,9.440107,16.628866,11.421136,8.687969,13.96219,11.915238,6.686022,12.761758,11.648193,5.829569,5.252093,14.342406,2.914516,16.832515,10.88236,7.641343,16.462141,9.802968,6.497805,14.496308,11.621713,5.772538,14.308764,11.495619,5.003269
18.447849,11.378592,9.452458,16.657829,11.386896,8.695662,13.992646,11.945155,6.723759,12.773294,11.743661,5.858866,5.220645,14.24767,2.768441,16.860129,10.849977,7.646782,16.478596,9.778542,6.521137,14.507189,11.649524,5.783918,14.316108,11.55863,5.017793
18.472437,11.346115,9.464062,16.688644,11.354867,8.706065,14.015357,11.9618,6.739172,12.784381,11.832631,5.890353,5.267006,14.10247,2.770521,16.888493,10.814952,7.643102,16.490504,9.748933,6.53786,14.513782,11.661729,5.789186,14.309809,11.62666,5.042294
18.499645,11.328722,9.475295,16.715161,11.32538,8.717159,14.042795,11.966141,6.761784,12.799177,11.905772,5.915585,5.294552,13.885136,2.726724,16.913298,10.787023,7.65449,16.499628,9.714866,6.551853,14.52202,11.655829,5.799755,14.305832,11.671549,5.0445
18.52429,11.290801,9.483936,16.746784,11.30468,8.725157,14.079155,11.964541,6.781078,12.817699,11.981064,5.945991,5.313552,13.679803,2.666156,16.939507,10.740749,7.673154,16.511359,9.672285,6.571822,14.534014,11.645561,5.80781,14.294811,11.70681,5.055586
18.561845,11.273177,9.498008,16.769765,11.262167,8.737929,14.110449,11.941022,6.809269,12.841567,12.045878,5.976434,5.298078,13.421547,2.59778,16.976581,10.705654,7.692961,16.528563,9.634084,6.591784,14.542874,11.616461,5.806421,14.275626,11.735354,5.077232
18.58853,11.251625,9.504083,16.795189,11.236039,8.744598,14.136743,11.901498,6.829876,12.867302,12.106777,6.028579,5.301625,13.18003,2.529707,17.009325,10.679229,7.698214,16.55068,9.598651,6.613933,14.545601,11.61138,5.823699,14.255233,11.750279,5.109664
18.610546,11.235933,9.508503,16.827138,11.199988,8.767368,14.161775,11.862638,6.845874,12.897541,12.154068,6.061561,5.289843,12.895053,2.442443,17.034764,10.645149,7.713727,16.57218,9.541661,6.64257,14.55133,11.573711,5.827172,14.250357,11.774758,5.126275
18.6437,11.214908,9.519523,16.852281,11.173701,8.78045,14.198382,11.785426,6.86511,12.926825,12.174797,6.091413,5.312828,12.620895,2.429585,17.071311,10.613906,7.729138,16.593393,9.502385,6.67082,14.547062,11.547292,5.842091,14.242028,11.821107,5.148279
18.673925,11.18626,9.525106,16.881631,11.142993,8.789991,14.236368,11.733652,6.884183,12.964241,12.197426,6.110376,5.338968,12.38142,2.365608,17.10555,10.578069,7.746647,16.626657,9.466121,6.697108,14.548421,11.534772,5.85364,14.265353,11.778266,5.157418
18.70508,11.162187,9.538582,16.914838,11.128966,8.808298,14.274284,11.659638,6.890893,12.99784,12.202482,6.131728,5.377929,12.125366,2.320195,17.147666,10.552267,7.77253,16.657242,9.432147,6.728665,14.557954,11.489101,5.849393,14.274462,11.707203,5.17691
18.72822,11.138444,9.535664,16.944223,11.100192,8.821104,14.31047,11.594684,6.885804,13.045356,12.188172,6.160568,5.395136,11.899471,2.250233,17.177753,10.521556,7.776797,16.689381,9.396431,6.748192,14.596938,11.419179,5.846487,14.298884,11.631607,5.196824
18.752878,11.112801,9.534187,16.963156,11.07988,8.828155,14.335976,11.536735,6.881321,13.09651,12.178158,6.165049,5.452112,11.675588,2.222853,17.200408,10.50734,7.786018,16.711824,9.362923,6.765496,14.621727,11.357547,5.856576,14.311599,11.541503,5.200307
18.778478,11.091189,9.545504,16.993867,11.049554,8.851308,14.363321,11.47513,6.879158,13.13258,12.143952,6.177383,5.496827,11.451764,2.132003,17.222305,10.484545,7.796182,16.742337,9.329563,6.785549,14.654966,11.279749,5.856236,14.322262,11.450847,5.216951
18.794714,11.072954,9.554513,17.016403,11.029456,8.875746,14.393953,11.416811,6.879316,13.168586,12.059099,6.188644,5.575695,11.203484,2.065422,17.253248,10.46007,7.807978,16.77287,9.294196,6.811589,14.684732,11.215023,5.858422,14.338641,11.353661,5.250249
18.817032,11.054272,9.570149,17.040032,11.016372,8.883779,14.423043,11.351645,6.881746,13.210886,12.023044,6.192702,5.64975,11.001201,1.995706,17.285452,10.434586,7.827115,16.799576,9.265865,6.826829,14.719369,11.128769,5.86823,14.348803,11.236952,5.282586
18.841757,11.038,9.578057,17.060134,11.00767,8.887469,14.449192,11.298887,6.894106,13.246802,11.95607,6.20159,5.73797,10.805417,1.966736,17.309183,10.411129,7.841427,16.825628,9.225396,6.857643,14.732391,11.085785,5.870937,14.358569,11.1546,5.323016
18.863336,11.020172,9.584516,17.083697,10.990132,8.896281,14.478422,11.219889,6.905462,13.278891,11.870038,6.188607,5.815491,10.598597,2.000456,17.327758,10.388909,7.851719,16.850827,9.198681,6.885945,14.764227,11.022196,5.875092,14.360302,11.064355,5.366019
18.881819,11.011285,9.588629,17.104291,10.970585,8.906368,14.506705,11.147675,6.919354,13.308899,11.810504,6.181534,5.915902,10.468399,2.040219,17.347449,10.36773,7.86574,16.86639,9.188813,6.908806,14.801873,10.961218,5.890335,14.36254,10.984628,5.400423
18.909692,10.987295,9.606162,17.123614,10.967792,8.91716,14.53046,11.09603,6.929375,13.334532,11.723169,6.182029,5.998519,10.316637,2.09979,17.365922,10.353113,7.880617,16.880526,9.172097,6.922013,14.832381,10.905398,5.900348,14.374937,10.897178,5.426797
18.927704,10.972095,9.609781,17.140405,10.962182,8.930397,14.552385,11.050718,6.946356,13.358682,11.633182,6.177258,6.084846,10.184637,2.208142,17.385722,10.338291,7.894059,16.892546,9.15748,6.95185,14.876611,10.840084,5.923195,14.393103,10.804591,5.464034
18.946488,10.955971,9.615064,17.163721,10.958487,8.938228,14.570285,11.015905,6.954889,13.37501,11.540043,6.159083,6.14543,10.187058,2.278747,17.401053,10.322067,7.907698,16.907112,9.147859,6.965029,14.903705,10.793487,5.93045,14.410471,10.725217,5.458126
18.969426,10.932746,9.624075,17.186096,10.949686,8.957842,14.594625,10.964058,6.969721,13.397039,11.424725,6.156481,6.205766,10.194327,2.383524,17.412771,10.308211,7.914815,16.929331,9.145263,6.986683,14.940057,10.73307,5.936648,14.440491,10.617258,5.449057
18.992386,10.927649,9.63322,17.207979,10.941322,8.962926,14.62245,10.92221,6.98256,13.41628,11.355493,6.154889,6.282245,10.193425,2.500628,17.436265,10.293616,7.929505,16.94892,9.135559,6.994668,14.972778,10.678819,5.971643,14.479607,10.528691,5.451298
19.011732,10.909456,9.640957,17.233327,10.935352,8.978094,14.646105,10.880297,7.002073,13.436594,11.248211,6.147273,6.338796,10.259696,2.581965,17.459202,10.287595,7.944797,16.974737,9.130768,7.006449,15.007086,10.658943,6.005031,14.514292,10.433266,5.453587
19.030296,10.884627,9.653656,17.247953,10.923431,8.98719,14.668373,10.86056,7.024988,13.464192,11.172328,6.153262,6.373061,10.385355,2.651269,17.47513,10.277182,7.957006,16.999865,9.12075,7.016417,15.050528,10.62573,6.036907,14.574113,10.330448,5.479406
19.05104,10.86651,9.666011,17.267437,10.921057,8.995385,14.684457,10.841682,7.041087,13.482677,11.074852,6.153766,6.362233,10.547808,2.700995,17.496801,10.269675,7.965451,17.032415,9.111421,7.013555,15.083266,10.606982,6.076015,14.59906,10.253464,5.499125
19.068725,10.847623,9.683295,17.286088,10.908711,9.004902,14.705772,10.830856,7.071417,13.500162,10.988302,6.172968,6.313253,10.765824,2.725372,17.515967,10.2559,7.972087,17.066743,9.097648,7.010363,15.115912,10.598976,6.100428,14.637092,10.194809,5.548019
19.081011,10.828135,9.697629,17.297699,10.900749,9.02406,14.732638,10.826746,7.097251,13.527259,10.913522,6.205235,6.266383,10.992732,2.745392,17.538449,10.238698,7.981174,17.101023,9.094908,7.011135,15.151628,10.593475,6.138275,14.66589,10.141663,5.581251
19.098264,10.811825,9.711763,17.317674,10.897778,9.037085,14.748141,10.848219,7.126572,13.551331,10.833669,6.229552,6.199848,11.278799,2.786707,17.559009,10.232774,7.993295,17.143451,9.096274,7.010135,15.186686,10.592726,6.168242,14.697954,10.101205,5.627219
19.096335,10.791659,9.748248,17.332281,10.892597,9.051837,14.770023,10.867024,7.15077,13.569914,10.786406,6.251867,6.173415,11.499517,2.827333,17.570974,10.22146,7.998784,17.183993,9.116183,7.012802,15.215564,10.585746,6.191643,14.733067,10.069033,5.644202
19.090926,10.760004,9.808428,17.346098,10.884457,9.065308,14.792799,10.888077,7.182164,13.595766,10.748595,6.276733,6.143821,11.738192,2.850902,17.583749,10.207337,8.008291,17.215344,9.114146,7.016959,15.239749,10.58904,6.221998,14.781295,10.032455,5.684372
19.092088,10.729089,9.850932,17.360566,10.877598,9.076681,14.808574,10.902332,7.18887,13.622764,10.710422,6.301718,6.104658,11.969948,2.892136,17.595146,10.1937,8.024505,17.250829,9.125849,7.020064,15.275077,10.609459,6.243659,14.797825,10.030618,5.698106
19.091064,10.708978,9.870584,17.369716,10.867424,9.093533,14.836975,10.937008,7.21107,13.647659,10.681197,6.332137,6.083363,12.191082,2.902613,17.61176,10.182535,8.038532,17.278851,9.143032,7.021445,15.299012,10.62232,6.265175,14.824163,10.032569,5.714211
19.087235,10.682236,9.909719,17.381551,10.842095,9.111683,14.855822,10.953526,7.224294,13.672236,10.66201,6.360005,6.065303,12.419823,2.930635,17.625317,10.171673,8.052235,17.302495,9.154116,7.02956,15.329147,10.658547,6.287329,14.851969,10.049715,5.740941
19.080396,10.630049,9.958815,17.393551,10.82936,9.126455,14.882353,10.9813,7.248323,13.702636,10.66548,6.377899,6.040091,12.661057,2.944109,17.641797,10.153546,8.065958,17.317686,9.148428,7.040754,15.354709,10.679035,6.309201,14.877037,10.062356,5.763
19.078241,10.593894,9.997765,17.407307,10.797896,9.154118,14.904135,11.020175,7.260786,13.733444,10.682733,6.406811,6.025902,12.887729,2.907795,17.662588,10.137588,8.081623,17.324434,9.139416,7.04225,15.375159,10.715614,6.331306,14.908202,10.084718,5.768548
19.07339,10.553278,10.035279,17.410623,10.756803,9.162015,14.927189,11.049411,7.277414,13.750395,10.696826,6.412322,6.015516,13.113654,2.852967,17.682229,10.125813,8.100283,17.334643,9.130349,7.045278,15.401391,10.76053,6.345903,14.937651,10.114827,5.769615
19.068777,10.528751,10.057587,17.420405,10.732429,9.173439,14.944073,11.078639,7.291312,13.776715,10.724339,6.436199,6.014768,13.34158,2.844864,17.700598,10.117811,8.120423,17.345609,9.130271,7.044889,15.419229,10.806216,6.360018,14.97237,10.158927,5.749157
19.075249,10.502727,10.078864,17.426641,10.705527,9.191089,14.964644,11.108607,7.29978,13.795034,10.764265,6.458159,6.01665,13.552744,2.841994,17.710757,10.116008,8.137142,17.352098,9.129798,7.050254,15.443619,10.823622,6.378392,15.001894,10.229973,5.742405
19.077035,10.477914,10.100215,17.432842,10.683282,9.209573,14.983695,11.127764,7.315167,13.814006,10.793763,6.466545,6.009506,13.77044,2.83088,17.722548,10.116268,8.146826,17.362091,9.124234,7.069398,15.466262,10.858311,6.381769,15.030653,10.285827,5.734921
19.078846,10.460555,10.112627,17.435956,10.669136,9.223609,15.003742,11.163362,7.327753,13.826465,10.822825,6.48025,6.033485,13.98522,2.8306,17.733554,10.116253,8.164041,17.364917,9.123788,7.074893,15.487648,10.869631,6.381803,15.053098,10.327226,5.716381
19.080731,10.451933,10.132258,17.441724,10.66294,9.232939,15.020644,11.176635,7.340924,13.838977,10.85221,6.491352,6.036865,14.118956,2.833205,17.744345,10.106666,8.17625,17.369905,9.127446,7.084088,15.499861,10.883252,6.395783,15.072491,10.367424,5.711321
