"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
599.796446,401.705753,717.300677,445.710613,877.883167,574.476083,939.109248,624.69315,1333.377226,807.213584,700.572661,508.044276,714.091164,569.930783,847.74168,623.78258,848.482899,666.380076
598.200405,400.845754,714.535605,445.910544,876.741515,573.087263,938.893441,623.501042,1328.017681,799.569155,698.97662,507.399277,713.692154,570.898281,846.744154,622.815082,847.980533,665.525545
595.46449,399.547103,711.476526,445.426794,875.086361,571.0806,938.606105,621.236714,1324.865007,794.600276,696.316551,506.431779,714.57691,572.041697,845.847795,621.075324,847.714526,664.880547
593.572886,398.400439,710.013489,445.426794,874.258784,569.21727,938.606105,620.017461,1321.081799,791.542504,695.917541,506.270529,714.1779,572.525447,844.517761,620.914074,847.315516,664.235548
591.681282,396.967108,708.683455,444.620546,873.076532,568.643938,938.392638,618.727517,1317.298591,789.249175,695.385527,506.270529,713.512882,573.331695,843.187727,619.301577,847.315516,664.074298
589.907903,396.250443,705.757379,444.298047,872.012504,567.210608,938.105302,616.869607,1315.406986,788.10251,693.201594,505.135446,712.448855,572.686696,841.990696,618.495329,847.049509,663.751799
588.134524,395.533778,703.629325,443.491798,870.830252,565.490611,938.009523,615.360055,1312.884847,788.866953,691.782891,504.812946,711.964852,571.757835,841.192676,618.01158,847.049509,662.139302
585.651793,394.387113,701.634273,442.846799,869.056873,563.340615,937.817966,613.734384,1316.352788,796.129161,689.798785,504.347174,711.166831,570.360338,840.527658,617.366581,847.315516,661.333053
583.996639,393.527115,699.506218,442.040551,867.992845,562.480617,937.147515,611.992593,1315.406986,796.129161,687.43428,504.347174,710.280142,569.28534,839.862641,617.044082,847.182512,659.881806
581.98681,392.667116,697.777174,441.234303,866.810593,561.190619,936.189729,610.59916,1315.722254,798.804712,685.42445,503.487176,709.836797,568.425342,839.064621,616.399083,846.916506,659.720557
