"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
18.234334,11.080118,8.180621,16.527055,10.855934,8.663567,14.480248,10.593667,7.940606,13.340285,10.131083,6.706425,8.690328,11.747866,10.276094,16.736327,10.219424,8.042482,16.264014,9.365939,7.550976,15.016223,10.203652,7.05544,14.670231,9.749751,6.173072
18.245818,11.04735,8.17959,16.535118,10.831838,8.660911,14.505715,10.648337,7.938203,13.358013,10.20915,6.725494,8.563628,11.861918,9.909244,16.747912,10.218868,8.035866,16.275837,9.389204,7.534662,15.023202,10.260964,7.042988,14.689247,9.834105,6.185769
18.260098,11.022141,8.177753,16.561209,10.820855,8.652883,14.528613,10.708933,7.935335,13.380555,10.300877,6.740308,8.469816,11.932821,9.545341,16.760317,10.210549,8.038854,16.290992,9.416872,7.523361,15.039962,10.323286,7.033229,14.706517,9.923039,6.127587
18.285243,11.003834,8.168173,16.583346,10.807197,8.647178,14.552273,10.763481,7.938181,13.3983,10.383772,6.763116,8.411817,11.980087,9.280638,16.778078,10.204943,8.051592,16.295758,9.428159,7.512966,15.049354,10.378496,7.015122,14.716762,10.008837,6.086485
18.306552,10.982425,8.168834,16.607776,10.795358,8.644247,14.581861,10.817034,7.948462,13.420036,10.475134,6.773873,8.310126,11.983118,8.966602,16.80789,10.195515,8.037069,16.309743,9.441095,7.517395,15.07467,10.435722,7.006049,14.726306,10.091628,6.053291
18.32689,10.951555,8.167735,16.631133,10.775589,8.640661,14.610384,10.865763,7.953764,13.429868,10.561707,6.781951,8.262809,11.936907,8.804106,16.834356,10.185437,8.036372,16.325064,9.461985,7.527111,15.092221,10.495239,6.999464,14.740847,10.181363,6.051279
18.340308,10.924916,8.169117,16.658515,10.767373,8.638337,14.641131,10.913897,7.963203,13.448531,10.653622,6.782433,8.219508,11.855502,8.703134,16.84607,10.177251,8.045842,16.34509,9.477506,7.542185,15.113253,10.536961,7.009148,14.757026,10.254688,6.044186
18.368085,10.896822,8.161327,16.684445,10.751725,8.633718,14.67697,10.953874,7.971552,13.479984,10.748525,6.803394,8.183217,11.735373,8.663677,16.860933,10.1617,8.052035,16.371077,9.480194,7.545841,15.134075,10.583197,7.031263,14.776234,10.309503,6.051275
18.38463,10.865508,8.165313,16.706385,10.731697,8.633899,14.71852,10.991613,7.997621,13.508981,10.831749,6.828965,8.122034,11.618356,8.641085,16.881306,10.138941,8.056926,16.382803,9.482444,7.572372,15.156903,10.620303,7.033536,14.79874,10.382255,6.054449
18.414746,10.83777,8.15704,16.734287,10.713764,8.634692,14.755343,11.014967,8.008617,13.54127,10.914588,6.854146,8.075215,11.484083,8.646632,16.896916,10.121089,8.063184,16.394891,9.485457,7.611219,15.182409,10.636742,7.056536,14.807751,10.433981,6.075572
18.439472,10.821473,8.161411,16.766929,10.698392,8.627537,14.794288,11.037804,8.023253,13.577948,10.997555,6.87283,8.004695,11.321116,8.609039,16.922976,10.100558,8.073087,16.406829,9.477981,7.637931,15.205434,10.669665,7.074651,14.823562,10.487862,6.098403
18.451653,10.790022,8.172505,16.7922,10.680537,8.627916,14.830036,11.049448,8.048347,13.622215,11.081431,6.903399,7.942442,11.184618,8.58812,16.942529,10.08005,8.080422,16.408838,9.46793,7.674654,15.229338,10.674105,7.115091,14.850537,10.528013,6.117901
18.47801,10.766795,8.173037,16.821205,10.662556,8.63076,14.87875,11.055145,8.069659,13.672577,11.143246,6.951487,7.891598,11.016701,8.574064,16.964144,10.059955,8.08727,16.433135,9.445237,7.692783,15.265071,10.678405,7.151133,14.872699,10.560222,6.210774
18.507165,10.74873,8.169436,16.846092,10.646926,8.626707,14.913084,11.071351,8.076444,13.718955,11.21197,6.985511,7.84725,10.862801,8.572085,16.994181,10.037238,8.098054,16.449775,9.429167,7.738936,15.289672,10.683613,7.178805,14.896289,10.59582,6.255661
18.534176,10.725857,8.16144,16.875515,10.625335,8.631192,14.954505,11.055934,8.108517,13.759573,11.251631,7.034326,7.802131,10.706411,8.580442,17.026298,10.015122,8.099751,16.451754,9.413346,7.826166,15.31161,10.677159,7.231256,14.916377,10.607509,6.323007
18.559004,10.721666,8.165194,16.900628,10.617379,8.633247,14.993953,11.055305,8.124519,13.813271,11.301,7.08817,7.761683,10.538313,8.59121,17.056958,9.995451,8.102432,16.468393,9.396039,7.843932,15.337456,10.668526,7.26936,14.940235,10.627544,6.345192
18.582919,10.707815,8.165177,16.927074,10.605516,8.638004,15.019711,11.032438,8.157408,13.855597,11.333691,7.146496,7.689951,10.35036,8.525436,17.077565,9.982796,8.117993,16.484338,9.372847,7.889255,15.35445,10.652,7.338823,14.960973,10.62708,6.41915
18.612765,10.691951,8.164036,16.95899,10.597816,8.640563,15.049479,11.006938,8.196603,13.9115,11.354293,7.208186,7.659037,10.19296,8.48524,17.09965,9.967939,8.123671,16.498123,9.347147,7.91437,15.375926,10.636688,7.36323,14.977537,10.621829,6.491651
18.645143,10.686125,8.159627,16.987047,10.587925,8.648428,15.079886,10.996404,8.214318,13.953295,11.365511,7.291103,7.636726,10.027473,8.41326,17.130447,9.953461,8.126032,16.522272,9.321877,7.936991,15.39284,10.613846,7.412092,14.994649,10.605107,6.572575
