"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
23.321724,9.428744,4.087509,20.455224,8.779302,4.931572,17.239475,7.648029,5.650529,15.861755,6.772991,5.784557,8.013565,7.710805,7.767218,20.598774,7.858195,4.437304,19.257644,6.449525,4.405827,17.522491,7.257058,5.333132,16.895929,6.522737,5.291414
23.329871,9.408604,4.074896,20.45422,8.792471,4.9369,17.22768,7.696985,5.67269,15.849631,6.847754,5.81437,8.05269,7.740538,7.770556,20.591195,7.871018,4.444735,19.227244,6.473338,4.429092,17.516701,7.310318,5.352171,16.88528,6.56924,5.311139
23.335739,9.395402,4.066973,20.456621,8.809392,4.942818,17.204699,7.766228,5.704822,15.834364,6.930243,5.845775,8.104934,7.761966,7.777817,20.580191,7.875787,4.451761,19.206238,6.508466,4.452214,17.508114,7.381914,5.38001,16.879755,6.637499,5.337232
23.346606,9.382384,4.05807,20.455776,8.801139,4.940439,17.196574,7.831368,5.73031,15.807653,7.02512,5.886397,8.173818,7.732319,7.766122,20.572111,7.888399,4.458431,19.197068,6.53205,4.467109,17.484249,7.424125,5.403583,16.865359,6.706769,5.366525
23.347285,9.363163,4.050236,20.462122,8.805096,4.939301,17.187817,7.884555,5.752336,15.774741,7.120282,5.928826,8.218086,7.642186,7.730395,20.575409,7.892425,4.458143,19.169639,6.555547,4.486504,17.47999,7.495896,5.429679,16.85887,6.772819,5.392801
23.360542,9.362857,4.04539,20.46812,8.804969,4.93709,17.16807,7.958374,5.785155,15.745115,7.223767,5.973396,8.247779,7.499219,7.675388,20.574842,7.888189,4.456758,19.165964,6.561371,4.490068,17.457841,7.568134,5.462445,16.855167,6.839115,5.418791
23.3554,9.376377,4.054066,20.484744,8.796036,4.927244,17.166568,8.032157,5.811683,15.721848,7.335686,6.019315,8.266969,7.304495,7.600827,20.576293,7.875467,4.451582,19.15329,6.561615,4.495405,17.451935,7.610495,5.480121,16.84013,6.90184,5.445432
23.364192,9.370369,4.050062,20.485543,8.800378,4.929028,17.16697,8.089537,5.831344,15.69174,7.431924,6.061626,8.28495,7.127876,7.531635,20.590741,7.870811,4.443996,19.136432,6.578647,4.504714,17.437851,7.665109,5.505019,16.810393,6.989202,5.485174
23.373549,9.389958,4.055937,20.494315,8.774995,4.916399,17.167366,8.143147,5.850526,15.668078,7.540535,6.106177,8.31446,6.958358,7.463084,20.602163,7.866234,4.437623,19.137116,6.560694,4.493874,17.450251,7.719091,5.518847,16.777331,7.062996,5.522127
23.38118,9.428317,4.068519,20.509343,8.774709,4.910964,17.16476,8.200834,5.871492,15.657072,7.661711,6.151446,8.32868,6.739036,7.378298,20.615826,7.857261,4.428352,19.13575,6.56024,4.491174,17.425337,7.75546,5.539342,16.727594,7.136677,5.562352
23.38739,9.423283,4.068123,20.518092,8.749352,4.898355,17.176611,8.242081,5.882318,15.66,7.783504,6.192803,8.342055,6.543241,7.298735,20.626731,7.84849,4.420713,19.146186,6.5537,4.480732,17.414507,7.792154,5.556857,16.684609,7.185997,5.592607
23.393295,9.44928,4.077401,20.532655,8.744934,4.891692,17.193401,8.2666,5.884972,15.647296,7.895637,6.235086,8.344576,6.322874,7.212362,20.658738,7.813964,4.395784,19.152888,6.54741,4.473026,17.39773,7.816354,5.570145,16.648368,7.270286,5.631185
