"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
20.151988,7.128996,9.243489,17.547621,6.65631,9.369832,14.491702,6.313947,8.708598,12.922001,5.72127,8.171057,5.257734,7.080427,7.127652,17.748853,5.933537,8.302323,16.32806,4.741429,7.640203,14.648429,5.816581,7.631627,13.762192,5.329881,7.224694
20.159038,7.115717,9.239488,17.554785,6.639086,9.370401,14.491938,6.373997,8.708107,12.906525,5.819276,8.186707,5.351576,7.119349,7.299528,17.742037,5.915203,8.304678,16.299357,4.771984,7.634054,14.625008,5.866344,7.633182,13.7401,5.41519,7.245125
20.165012,7.099898,9.242948,17.55615,6.605255,9.371574,14.492746,6.420684,8.709235,12.885194,5.948139,8.210552,5.426319,7.069279,7.428395,17.737121,5.870588,8.298248,16.274753,4.771642,7.636859,14.608529,5.916089,7.630095,13.702314,5.494196,7.269941
20.168016,7.083876,9.244929,17.573592,6.575272,9.368714,14.496426,6.462082,8.721541,12.864149,6.069648,8.233115,5.47202,6.947669,7.46036,17.743548,5.843776,8.298514,16.256699,4.767383,7.639433,14.591263,5.955615,7.630611,13.658029,5.569332,7.291556
20.172719,7.089223,9.250659,17.582811,6.541904,9.369802,14.501409,6.481828,8.716103,12.855106,6.174034,8.250914,5.472018,6.758214,7.421089,17.752115,5.817056,8.294598,16.248685,4.745142,7.659088,14.570886,5.975564,7.63764,13.600508,5.654921,7.314244
20.18414,7.102749,9.254437,17.602386,6.525451,9.371551,14.517434,6.466104,8.719015,12.854405,6.264596,8.270952,5.412374,6.4925,7.351342,17.773298,5.781654,8.3015,16.250908,4.716317,7.680655,14.553641,5.965913,7.64208,13.546536,5.742085,7.355178
20.191528,7.131708,9.255388,17.621374,6.502391,9.365628,14.533155,6.420085,8.719502,12.869304,6.352041,8.289406,5.346721,6.201893,7.281263,17.794821,5.758327,8.29643,16.273561,4.675849,7.722915,14.534285,5.928504,7.638205,13.511623,5.781279,7.381435
20.19956,7.162222,9.258928,17.634279,6.49665,9.368599,14.545673,6.359989,8.716297,12.886833,6.386589,8.307038,5.287736,5.947383,7.236142,17.825402,5.742708,8.2935,16.31781,4.617387,7.747509,14.533288,5.880746,7.636502,13.478885,5.798028,7.417495
20.206251,7.188378,9.269839,17.649929,6.500732,9.369501,14.574122,6.276697,8.709031,12.904856,6.390897,8.319153,5.241518,5.673679,7.182184,17.8532,5.740597,8.295974,16.364229,4.558893,7.767843,14.531475,5.820662,7.636828,13.477406,5.783256,7.430995
20.208768,7.226622,9.2786,17.659129,6.508003,9.37185,14.592281,6.195854,8.700429,12.930616,6.33493,8.322994,5.212148,5.369295,7.055222,17.887502,5.751845,8.29928,16.431913,4.520432,7.784331,14.540394,5.739716,7.631785,13.484404,5.738956,7.457641
20.215808,7.26318,9.302576,17.668334,6.507498,9.368039,14.611388,6.104825,8.694278,12.944194,6.257811,8.313111,5.196682,5.107983,6.964398,17.910537,5.768832,8.302094,16.483362,4.489345,7.7984,14.562611,5.639597,7.635072,13.514922,5.648082,7.454886
20.214269,7.315275,9.32409,17.671973,6.517511,9.368967,14.636757,6.003146,8.680071,12.970089,6.167807,8.30782,5.18895,4.867586,6.851185,17.937627,5.782965,8.30719,16.534287,4.452968,7.807038,14.589404,5.551268,7.624537,13.556793,5.563517,7.447877
20.208062,7.361278,9.361835,17.679152,6.541618,9.37365,14.664799,5.902588,8.68141,12.999055,6.046866,8.293564,5.212594,4.62837,6.775685,17.961917,5.804612,8.315992,16.602096,4.4365,7.797869,14.626839,5.467086,7.620181,13.591467,5.461773,7.428879
20.200797,7.414683,9.39725,17.683939,6.576841,9.385233,14.702238,5.821684,8.677084,13.021351,5.932136,8.277049,5.26323,4.401663,6.768467,17.981153,5.82925,8.322421,16.648535,4.442999,7.786776,14.65344,5.375469,7.612974,13.620619,5.350912,7.4127
20.194502,7.480461,9.429428,17.687035,6.607571,9.388008,14.725616,5.743892,8.674612,13.041085,5.807686,8.266491,5.366208,4.234081,6.872513,17.994346,5.857366,8.329697,16.714775,4.44393,7.761328,14.714646,5.281522,7.60126,13.662441,5.229098,7.391651
20.187145,7.533898,9.459812,17.688512,6.653036,9.397644,14.763957,5.676449,8.671131,13.077822,5.673245,8.256933,5.468566,4.190861,6.933104,18.011827,5.906611,8.341068,16.765254,4.47964,7.760919,14.77154,5.217773,7.599647,13.704228,5.114464,7.382116
20.189678,7.572458,9.494121,17.683554,6.694533,9.408441,14.796489,5.622055,8.673311,13.113481,5.537577,8.241186,5.537985,4.268252,7.013565,18.031463,5.946058,8.362121,16.809102,4.523271,7.775193,14.824785,5.160067,7.595538,13.78025,4.968312,7.361161
20.198315,7.600179,9.510045,17.685311,6.743245,9.421938,14.832423,5.598437,8.67412,13.148871,5.405413,8.228785,5.548451,4.454589,7.086661,18.044476,5.988317,8.381219,16.836429,4.551557,7.795861,14.878249,5.120807,7.610094,13.847152,4.893285,7.356194
20.210794,7.623668,9.530063,17.690477,6.785704,9.443698,14.859457,5.591792,8.677354,13.193747,5.300593,8.223941,5.520217,4.723247,7.154293,18.049824,6.016292,8.397124,16.86458,4.587483,7.8011,14.932413,5.108316,7.618809,13.913685,4.802581,7.360535
20.233488,7.62177,9.54086,17.701847,6.841173,9.463536,14.875878,5.609684,8.68978,13.23411,5.219235,8.221225,5.494568,4.980886,7.22201,18.058076,6.051749,8.412356,16.880234,4.639876,7.802414,14.985498,5.134114,7.62881,13.97793,4.75323,7.385828
20.272177,7.613775,9.557681,17.716622,6.88039,9.480151,14.893405,5.658491,8.704439,13.270222,5.164966,8.224197,5.513134,5.194734,7.281719,18.066138,6.08049,8.426903,16.89541,4.681327,7.803762,15.025898,5.17304,7.649036,14.032933,4.732422,7.38449
20.301499,7.580396,9.560121,17.731013,6.91361,9.498411,14.906103,5.721477,8.72696,13.311808,5.144609,8.229211,5.478587,5.405871,7.328841,18.074692,6.10689,8.447246,16.898415,4.730459,7.813234,15.06619,5.229111,7.670116,14.090763,4.742922,7.387775
20.338445,7.537412,9.567198,17.748941,6.952767,9.511315,14.912455,5.786337,8.738451,13.342832,5.152074,8.243428,5.439876,5.658486,7.360304,18.086574,6.140318,8.467502,16.891362,4.780669,7.812084,15.111246,5.32569,7.685703,14.134099,4.782403,7.383989
20.374951,7.483628,9.574833,17.776666,6.979874,9.536479,14.924402,5.878726,8.758101,13.370517,5.193602,8.257041,5.429514,5.919939,7.361989,18.096738,6.152309,8.480005,16.86815,4.813799,7.818594,15.139534,5.412323,7.709615,14.165481,4.843539,7.396517
20.405326,7.420152,9.578839,17.807755,7.006556,9.558397,14.940003,5.986242,8.797339,13.385132,5.2447,8.266267,5.424419,6.109739,7.370175,18.108937,6.165434,8.505936,16.854559,4.852039,7.833408,15.16667,5.518247,7.728184,14.189554,4.903627,7.395137
