"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
21.216721,11.492279,5.555546,18.784846,10.923989,6.132538,15.600262,10.079022,6.669338,14.302858,9.133103,6.587841,7.538114,7.981986,8.042145,18.960734,9.832038,5.569707,17.955727,8.483509,5.340186,16.022615,9.526667,6.181245,15.431258,8.733755,6.03344
21.227337,11.504017,5.56119,18.806654,10.919308,6.123924,15.592741,10.150356,6.692604,14.294263,9.243558,6.616004,7.583009,7.954271,8.013531,18.972325,9.829575,5.570094,17.962692,8.525329,5.350446,16.017874,9.59052,6.198006,15.426397,8.831458,6.036466
21.244011,11.488385,5.5552,18.814543,10.897307,6.114435,15.598224,10.22317,6.715397,14.292314,9.399703,6.657888,7.599099,7.924347,7.984569,18.980075,9.80712,5.559917,17.954644,8.555651,5.358854,16.016689,9.674607,6.218982,15.406684,8.955623,6.048532
21.262457,11.463419,5.544953,18.83137,10.890278,6.110609,15.594536,10.316353,6.744998,14.277961,9.524226,6.695185,7.635765,7.877605,7.945354,19.00256,9.79439,5.550447,17.944702,8.59162,5.372631,16.007219,9.741387,6.24459,15.376536,9.071682,6.072203
21.275603,11.459613,5.540984,18.83655,10.864858,6.102739,15.600206,10.401814,6.770589,14.28207,9.657985,6.731444,7.66818,7.84962,7.918725,19.034256,9.789284,5.537704,17.942469,8.607462,5.377576,16.003245,9.799432,6.264397,15.356049,9.189347,6.097681
21.296436,11.437955,5.528965,18.853234,10.853659,6.098067,15.621122,10.450745,6.783808,14.279951,9.779785,6.765801,7.730281,7.787036,7.871185,19.058722,9.771286,5.523943,17.944391,8.635684,5.386124,15.998998,9.853238,6.282503,15.350348,9.299154,6.116507
21.30329,11.422184,5.525625,18.857643,10.855049,6.099964,15.6327,10.507801,6.80126,14.269047,9.931669,6.813852,7.804137,7.680999,7.803095,19.059374,9.763681,5.524299,17.955307,8.652465,5.390233,16.000211,9.886467,6.292705,15.348352,9.384408,6.135485
21.317192,11.410952,5.521766,18.873851,10.85893,6.104079,15.659353,10.539473,6.806702,14.282714,10.050823,6.850098,7.865825,7.574894,7.736166,19.072028,9.750979,5.517831,17.962856,8.665139,5.393766,15.975346,9.949851,6.322567,15.319091,9.47283,6.161218
21.338887,11.402141,5.51262,18.880094,10.838715,6.099208,15.689189,10.559328,6.809585,14.299621,10.158045,6.885227,7.924712,7.462534,7.675079,19.081937,9.734653,5.512945,17.991156,8.669809,5.388716,15.955172,9.983435,6.339869,15.322258,9.575091,6.175747
21.360398,11.412052,5.511154,18.890119,10.858856,6.107785,15.702304,10.548866,6.80738,14.306915,10.247275,6.914024,8.001198,7.367594,7.614307,19.099016,9.735275,5.509518,18.03133,8.65262,5.368028,15.944553,10.021671,6.35678,15.31685,9.652123,6.192193
21.386581,11.431256,5.511926,18.905825,10.830445,6.098662,15.72461,10.529794,6.799665,14.311263,10.337452,6.945434,8.078892,7.212805,7.527992,19.120101,9.724244,5.505078,18.067594,8.633537,5.354339,15.925631,10.046537,6.379271,15.320891,9.715309,6.206858
21.396886,11.446642,5.51739,18.926715,10.828313,6.096242,15.740365,10.502148,6.791244,14.330927,10.395673,6.96527,8.183211,7.058402,7.430524,19.140883,9.721134,5.501032,18.098319,8.611111,5.343331,15.917712,10.053215,6.389339,15.334525,9.768747,6.221033
21.415876,11.48817,5.527361,18.939367,10.835743,6.100918,15.778525,10.471503,6.777876,14.350305,10.432158,6.976698,8.285998,6.924281,7.353163,19.174144,9.713346,5.491143,18.149434,8.584187,5.323363,15.933271,10.034249,6.382976,15.343834,9.769546,6.220339
21.436651,11.516371,5.532605,18.95658,10.837071,6.098839,15.805631,10.409219,6.754395,14.369911,10.465883,6.99009,8.383679,6.755512,7.253777,19.18903,9.710798,5.490411,18.214204,8.552261,5.294675,15.954303,10.002248,6.369708,15.357624,9.766648,6.227393
21.444122,11.559181,5.548553,18.974849,10.847599,6.100199,15.823717,10.336193,6.734591,14.395307,10.469536,6.991193,8.482765,6.605591,7.16678,19.226323,9.711844,5.482094,18.262127,8.540404,5.277233,15.974423,9.937481,6.347661,15.394697,9.738975,6.218904
21.471925,11.614993,5.561588,18.987587,10.859105,6.105469,15.845612,10.292448,6.721369,14.420602,10.460614,6.988612,8.591996,6.481073,7.084697,19.257724,9.717571,5.477649,18.309393,8.53804,5.267534,15.996065,9.891364,6.33548,15.404567,9.680575,6.213253
21.490552,11.663249,5.577314,19.002768,10.86573,6.107473,15.87001,10.239371,6.702696,14.461384,10.427967,6.977406,8.672455,6.397831,7.023597,19.287155,9.732641,5.477933,18.363643,8.533969,5.249886,16.016087,9.822698,6.312574,15.415535,9.639989,6.216675
21.514532,11.709354,5.594699,19.016198,10.894085,6.116333,15.89111,10.178107,6.683102,14.477153,10.386017,6.969038,8.757541,6.265907,6.942762,19.317148,9.756405,5.480358,18.396879,8.551413,5.249724,16.03093,9.756069,6.296476,15.42948,9.572671,6.215214
21.538524,11.737662,5.598749,19.034353,10.932209,6.128699,15.917983,10.107929,6.657942,14.510828,10.313053,6.942461,8.872658,6.184298,6.877731,19.354702,9.785116,5.483225,18.432721,8.560914,5.246546,16.048419,9.684807,6.276866,15.448641,9.495638,6.205563
