"pt1_cam2_X","pt1_cam2_Y","pt2_cam2_X","pt2_cam2_Y","pt3_cam2_X","pt3_cam2_Y","pt4_cam2_X","pt4_cam2_Y","pt5_cam2_X","pt5_cam2_Y","pt6_cam2_X","pt6_cam2_Y","pt8_cam2_X","pt8_cam2_Y","pt10_cam2_X","pt10_cam2_Y","pt12_cam2_X","pt12_cam2_Y"
452.541622,319.256091,629.382816,382.870824,807.730722,504.510389,904.763643,567.265604,1381.256564,811.338264,612.954067,441.425715,704.287792,491.180076,783.213507,574.654238,842.849843,622.491578
447.547797,314.971088,626.54541,381.150827,802.643341,501.607894,898.843068,562.573132,1374.373637,799.728287,607.567428,437.797597,699.200411,486.826334,777.52761,570.300497,833.273596,617.049401
442.560169,311.101095,622.91721,377.721292,798.914064,499.808474,894.320952,559.670638,1368.089225,787.029874,603.37782,435.257915,692.915999,483.92384,773.338003,568.123626,827.288442,614.146907
438.969077,307.472978,618.188199,375.714629,794.325446,497.147854,890.064842,557.090643,1362.702587,777.233956,597.991182,430.904173,686.631588,480.295722,768.849137,565.946755,817.712196,611.607224
436.176005,303.602985,613.93209,371.701303,790.734353,494.003486,886.07474,553.22065,1357.914463,768.163661,592.604543,426.913244,678.55163,477.393228,764.083045,563.660597,812.325557,610.8816
432.584912,299.491118,610.148881,369.694641,786.544746,491.342866,881.02061,550.640655,1352.228567,758.004931,586.020873,422.19669,671.070187,477.75604,761.606231,561.300913,808.135949,608.341918
428.794315,295.137377,606.129222,365.394649,782.355138,488.924121,876.232486,548.06066,1348.338217,749.660259,582.130523,417.842949,664.486518,473.402298,758.768824,558.720918,802.150795,605.802235
425.203223,291.509259,602.346014,360.807991,777.76652,485.537877,871.444363,545.158166,1343.849352,741.6784,577.3424,413.852019,660.29691,469.048557,755.222066,556.714255,797.66193,603.262553
420.215594,286.671768,596.434751,356.221334,773.776417,482.393508,866.390233,542.90067,1341.754548,736.961847,573.751308,409.498278,655.209529,464.332003,750.256605,552.987596,793.472322,601.085682
415.626976,282.559901,592.178641,351.921342,768.988294,479.974763,861.336103,540.320675,1343.550094,734.059352,570.758731,405.507348,650.421406,459.61545,745.527595,549.834268,789.581972,597.820376
412.235389,278.448034,588.158982,348.194683,764.798686,475.862896,856.54798,538.06318,1348.338217,732.608105,565.477745,400.455089,643.837737,455.62452,742.217287,546.680941,785.691622,594.917882
408.045781,274.094293,583.902873,344.468023,760.808583,472.960402,852.29187,534.193187,1353.425598,731.882482,560.889127,395.375724,638.451098,449.819532,738.90698,542.667616,782.998302,592.015387
