"pt1_X","pt1_Y","pt1_Z","pt2_X","pt2_Y","pt2_Z","pt3_X","pt3_Y","pt3_Z","pt4_X","pt4_Y","pt4_Z","pt5_X","pt5_Y","pt5_Z","pt6_X","pt6_Y","pt6_Z","pt8_X","pt8_Y","pt8_Z","pt10_X","pt10_Y","pt10_Z","pt12_X","pt12_Y","pt12_Z"
22.000465,12.594078,5.651243,19.176616,13.134051,6.906326,15.405697,13.805328,8.321166,13.689344,13.187356,8.547378,4.281366,14.33174,11.450833,18.807148,12.163707,6.536846,16.935283,11.607801,6.899354,15.294198,13.054808,7.939896,14.625089,12.595586,7.90347
22.012072,12.58379,5.649627,19.182874,13.08338,6.887903,15.430328,13.798657,8.307947,13.695727,13.303969,8.589572,4.415366,14.415522,11.449892,18.834433,12.103265,6.507202,16.984369,11.497488,6.843805,15.294574,13.075335,7.945515,14.587761,12.629731,7.925952
22.037757,12.594723,5.648276,19.19987,13.006539,6.8548,15.453367,13.724644,8.274801,13.708114,13.413933,8.623843,4.542565,14.407064,11.426767,18.854196,12.0335,6.476236,17.02794,11.425969,6.807417,15.29392,13.053606,7.937819,14.563884,12.670692,7.942064
22.068292,12.619264,5.649786,19.208269,12.965531,6.837751,15.485068,13.662793,8.242934,13.726637,13.502793,8.64982,4.623147,14.244809,11.360841,18.877636,12.001471,6.458466,17.071487,11.354686,6.771268,15.302496,13.003641,7.918055,14.553865,12.712203,7.954979
22.110115,12.611055,5.635927,19.203725,12.918378,6.821901,15.504725,13.579964,8.206357,13.757206,13.530079,8.651104,4.706912,13.989224,11.251933,18.888776,11.937619,6.433952,17.090001,11.279538,6.744952,15.309594,12.909841,7.88187,14.542637,12.679417,7.942267
22.096119,12.636201,5.651937,19.199072,12.861001,6.804517,15.5132,13.494135,8.173266,13.77542,13.535711,8.643108,4.700817,13.582639,11.095647,18.954358,11.893321,6.393914,17.121993,11.221825,6.719415,15.316756,12.804179,7.844614,14.525174,12.67312,7.943284
22.117849,12.623273,5.642361,19.20833,12.831568,6.790899,15.530739,13.33999,8.113928,13.80244,13.453141,8.602146,4.676305,13.131888,10.9218,18.993117,11.856398,6.369077,17.173815,11.14017,6.679406,15.348062,12.690505,7.795386,14.544565,12.563497,7.905145
22.127217,12.614894,5.637959,19.209127,12.840979,6.796108,15.542978,13.20551,8.061309,13.804911,13.354995,8.559471,4.678969,12.658433,10.727277,19.034901,11.843761,6.354012,17.206473,11.094685,6.658109,15.369448,12.577292,7.749366,14.546394,12.451696,7.867676
22.147974,12.586021,5.619957,19.222161,12.832195,6.793185,15.551256,13.109802,8.026469,13.813516,13.243524,8.51578,4.698724,12.284097,10.568313,19.071295,11.812174,6.332936,17.282273,11.000167,6.604098,15.396013,12.459717,7.703802,14.540638,12.278575,7.814048
22.163824,12.561527,5.611618,19.241016,12.841865,6.793144,15.56247,13.029052,7.994011,13.837033,13.084739,8.451561,4.756063,11.963615,10.417184,19.099882,11.803336,6.321818,17.328529,10.961667,6.58287,15.398364,12.362679,7.671273,14.559569,12.146159,7.768727
22.180953,12.528332,5.593577,19.269911,12.871463,6.796267,15.564963,12.926096,7.958696,13.854481,12.952156,8.397279,4.830529,11.686863,10.280264,19.11771,11.801343,6.320172,17.364079,10.926539,6.572562,15.40052,12.258926,7.636449,14.609507,11.998979,7.715789
22.191629,12.510182,5.584518,19.296265,12.901463,6.800841,15.577617,12.879432,7.940345,13.880753,12.774764,8.327964,4.881684,11.470412,10.170488,19.13895,11.783305,6.307997,17.390783,10.900127,6.566005,15.427775,12.170272,7.600709,14.689892,11.830266,7.649842
22.215255,12.458133,5.557204,19.316545,12.930922,6.806195,15.612413,12.818895,7.913473,13.877118,12.649181,8.284491,4.950608,11.335361,10.095138,19.150062,11.789105,6.308756,17.399781,10.858828,6.559929,15.500602,12.130896,7.569025,14.736,11.696342,7.599075
22.224429,12.434682,5.545599,19.345738,12.939052,6.80014,15.629025,12.801363,7.905905,13.891461,12.488854,8.228655,5.053802,11.263379,10.050142,19.156153,11.776436,6.304347,17.394151,10.857915,6.571053,15.59424,12.120631,7.543258,14.802344,11.571526,7.543866
22.238073,12.401475,5.528346,19.373367,12.937861,6.789631,15.651894,12.800503,7.90344,13.911926,12.363691,8.183734,5.120347,11.393576,10.093382,19.157799,11.786605,6.309111,17.369909,10.833141,6.578695,15.658676,12.123164,7.528895,14.879527,11.489612,7.499546
22.265885,12.377494,5.510036,19.385375,12.916916,6.778008,15.67887,12.853329,7.915386,13.950357,12.260507,8.14155,5.009227,11.755585,10.259005,19.167848,11.782943,6.306381,17.348336,10.800637,6.579144,15.723966,12.152986,7.522804,14.961281,11.477849,7.47545
22.28722,12.357541,5.494158,19.414726,12.903495,6.762777,15.703392,12.907233,7.929912,14.007048,12.221251,8.116101,4.900041,12.140048,10.434464,19.178366,11.783909,6.305199,17.353563,10.802213,6.581258,15.775312,12.209789,7.528688,15.039702,11.470692,7.453675
22.315644,12.365115,5.485711,19.452703,12.886675,6.744784,15.723575,12.996987,7.957849,14.058074,12.216811,8.105798,4.823864,12.486037,10.577929,19.199573,11.76987,6.293424,17.353321,10.785977,6.578356,15.806876,12.25982,7.538351,15.094567,11.498536,7.445384
