specimen,speedBL,body_angle
catshark10,1,47.9871675441733
catshark10,2,33.5598232923151
catshark10,2,33.8112470241778
catshark10,2,33.9899055969701
catshark10,2,34.0359758118935
catshark10,2,34.2924965376389
catshark10,2,34.4723486517758
catshark10,2,34.5914868508566
catshark10,2,34.8079484188956
catshark10,2,34.9451150118239
catshark10,2,35.2247010825343
catshark10,2,35.3981352149869
catshark10,2,35.5053480809839
catshark10,2,35.5278776249309
catshark10,2,35.5813251762179
catshark10,2,35.6312043732939
catshark10,2,35.5636192545339
catshark10,2,35.5660662586657
catshark10,2,35.3628540672298
catshark10,2,35.2955735539784
catshark10,2,35.02110861826
catshark10,2,34.9700632225574
catshark10,2,34.9558284232946
catshark10,2,34.6862967430071
catshark10,2,34.680821935618
catshark10,2,34.4827585241807
catshark10,2,34.445438025544
catshark10,2,34.1660784063942
catshark10,2,34.2723451872502
catshark10,2,34.1547833356577
catshark10,2,34.0864506267521
catshark10,2,33.9518720304712
catshark10,2,33.9317434337861
catshark10,2,33.879372049657
catshark10,2,33.711051505974
catshark10,2,33.6597734146535
catshark10,2,33.6259085052676
catshark10,2,33.5769876428698
catshark10,2,33.5160702671569
catshark10,2,33.5607425951464
catshark10,2,33.6673307976855
catshark10,2,33.6392697802055
catshark10,2,33.7121064899815
catshark10,2,33.7307068097849
catshark10,3,25.8918453808969
catshark10,3,25.8379552766863
catshark10,3,25.7267916735591
catshark10,3,25.6702186021816
catshark10,3,25.6298918944775
catshark10,3,25.6584277579678
catshark10,3,25.665707561727
catshark10,3,25.6994752337881
catshark10,3,25.8277267930417
catshark10,3,25.9762240874648
catshark10,3,26.2756029194969
catshark10,3,26.5221791563432
catshark10,3,26.7451102596034
catshark10,3,27.2927813525028
catshark10,3,27.6589855689399
catshark10,3,28.1014985651279
catshark10,3,28.6201422812141
catshark10,3,28.895166069687
catshark10,3,29.3188278221387
catshark10,3,29.5923993436614
catshark10,3,29.8399644582064
catshark10,3,30.0748846554256
catshark10,3,30.1482200663026
catshark10,3,30.3820795117503
catshark10,3,30.3713786420525
catshark10,3,30.5877354168484
catshark10,3,30.8152489322764
catshark10,3,31.0188151176521
catshark10,3,30.9931557117794
catshark10,3,30.9025006788279
catshark10,3,31.0082236080861
catshark10,3,30.8765460244807
catshark10,3,30.5487861102265
catshark10,3,30.3992078660537
catshark10,3,30.2236072513709
catshark10,3,30.0811010505185
catshark10,3,29.6643197260085
catshark10,3,29.2704440054281
catshark10,3,28.8684169707923
catshark10,3,28.4865669703029
catshark10,3,28.0480203495129
catshark10,3,27.9033548082013
catshark10,3,27.8234415899695
catshark10,4,14.162246134232
catshark10,4,14.260132929693
catshark10,4,14.5685788122947
catshark10,4,15.0159225170451
catshark10,4,15.4312118767405
catshark10,4,15.6828088740351
catshark10,4,16.2608801267849
catshark10,4,17.0901876665227
catshark10,4,17.4642499812241
catshark10,4,17.7177562817982
catshark10,4,18.1682399652351
catshark10,4,18.7934616633761
catshark10,4,19.154266782414
catshark10,4,19.2743879090037
catshark10,4,19.4927586647936
catshark10,4,19.701951606373
catshark10,4,19.7038928257488
catshark10,4,19.7669870332668
catshark10,4,19.8231027036295
catshark10,4,19.8350560902294
catshark10,4,19.7739145756972
catshark10,4,19.6516940719506
catshark10,4,19.5211992349843
catshark10,4,19.584312662415
catshark10,4,19.4491733680845
catshark10,4,19.30526980229
catshark10,4,19.1373997866415
catshark10,4,19.2640231450037
catshark10,4,19.1999267697185
catshark10,4,19.4705607607291
catshark10,4,19.6811760760378
catshark10,4,19.7788200732851
catshark10,4,19.9688560692526
catshark10,4,20.1186845734343
catshark10,4,20.1951173331005
catshark10,4,20.2872597656992
catshark10,5,14.5211194066663
catshark10,5,15.1135045880288
catshark10,5,15.4095971629953
catshark10,5,15.8199539415531
catshark10,5,16.4111306512187
catshark10,5,16.5389325543893
catshark10,5,17.0375388362944
catshark10,5,17.445666122173
catshark10,5,17.5833625647626
catshark10,5,18.0970452606736
catshark10,5,18.3374710764123
catshark10,5,18.4955744639485
catshark10,5,18.5729548210008
catshark10,5,18.4226683315546
catshark10,5,18.3167144910032
catshark10,5,18.2269151685125
catshark10,5,18.0182720906166
catshark10,5,17.7849835236499
catshark10,5,17.6096998757639
catshark10,5,17.4638954558539
catshark10,5,17.4685167023606
catshark10,5,17.5908965332674
catshark10,5,17.7178007373755
catshark10,5,17.8242767485733
catshark10,6,12.5688728075584
catshark10,6,12.5799716996905
catshark10,6,12.4464619369241
catshark10,6,12.3551097960309
catshark10,6,12.1481196208077
catshark10,6,12.0974747606577
catshark10,6,11.9174130804684
catshark10,6,11.6546755865185
catshark10,6,11.4601289024814
catshark10,6,11.2771462388497
catshark10,6,11.0865778138128
catshark10,6,10.9670694299901
catshark10,6,10.8857215987908
catshark10,6,10.987382310896
catshark10,6,11.0177526458592
catshark10,6,11.15465716792
catshark10,6,11.2075565576583
catshark10,6,11.3823542280829
catshark10,6,11.5605629203997
catshark10,6,11.8864433415588
catshark10,6,12.0436393882276
catshark10,6,12.1680448432745
catshark10,6,12.4080684480044
catshark10,6,12.6916865521945
catshark10,6,12.8571453140619
catshark10,6,12.9865398413188
catshark10,6,13.1230467509759
catshark10,6,13.1880474674655
catshark11,1.25,37.6811068056903
catshark11,1.25,37.7317300531939
catshark11,1.25,37.8480874507033
catshark11,1.25,38.0800715039053
catshark11,1.25,38.4173482496748
catshark11,1.25,38.5100691542396
catshark11,1.25,38.6178497057002
catshark11,1.25,38.7855543514666
catshark11,1.25,38.9006628259773
catshark11,1.25,39.0132258628512
catshark11,1.25,39.1066806488479
catshark11,1.25,39.0676253609247
catshark11,1.25,39.0710500714372
catshark11,1.25,39.0700189096876
catshark11,1.25,38.9166814714172
catshark11,1.25,38.8329480717133
catshark11,1.25,38.84321044131
catshark11,1.25,38.8859479346757
catshark11,1.25,38.8469285519527
catshark11,1.25,38.8526405087254
catshark11,1.25,38.8646516507588
catshark11,1.25,38.8631089092928
catshark11,1.25,38.8783163950063
catshark11,1.25,38.6912681578116
catshark11,1.25,38.5982993017994
catshark11,1.25,38.6019973112337
catshark11,1.25,38.4878506082318
catshark11,1.25,38.6653112321797
catshark11,1.25,38.7955873246314
catshark11,1.25,38.896049797468
catshark11,1.25,39.1388430364593
catshark11,1.25,39.2871224924783
catshark11,1.25,39.5035173756946
catshark11,1.25,39.7124335718816
catshark11,1.25,39.9906746113307
catshark11,1.25,40.0465844716024
catshark11,1.25,40.1550458859525
catshark11,1.25,40.2433469306388
catshark11,1.25,40.1210571354332
catshark11,1.25,40.2276248851635
catshark11,1.25,40.2046961752711
catshark11,1.25,40.1718055643935
catshark11,1.25,40.2312011027098
catshark11,1.25,40.1078661713351
catshark11,1.25,40.0442120888011
catshark11,1.25,39.7971360546479
catshark11,1.5,39.7984368540732
catshark11,1.5,40.0095406263924
catshark11,1.5,40.232560640405
catshark11,1.5,40.3540972210801
catshark11,1.5,40.5240198216779
catshark11,1.5,40.8393473235458
catshark11,1.5,41.0635431925666
catshark11,1.5,41.2487289925247
catshark11,1.5,41.5025492314564
catshark11,1.5,41.6897243383348
catshark11,1.5,41.9914083513485
catshark11,1.5,42.353365483921
catshark11,1.5,42.6451135918574
catshark11,1.5,42.8746264598769
catshark11,1.5,42.8443954586941
catshark11,1.5,42.9008097783557
catshark11,1.5,42.9803456492047
catshark11,1.5,43.0241529663304
catshark11,1.5,43.1218779331999
catshark11,1.5,43.1673396965936
catshark11,1.5,43.159901359701
catshark11,1.5,43.0056706346331
catshark11,1.5,43.1135000759671
catshark11,1.5,43.2151365568097
catshark11,1.5,43.1336720007901
catshark11,1.5,43.2129706819914
catshark11,1.5,43.2481355285316
catshark11,1.5,43.3679473667827
catshark11,1.5,43.3090133182977
catshark11,1.5,43.251041173949
catshark11,1.5,43.2148819552238
catshark11,1.5,43.1667345246797
catshark11,1.5,43.2065848796886
catshark11,1.5,43.0579374794862
catshark11,1.5,43.0712855514829
catshark11,1.5,43.0632325148893
catshark11,1.5,42.9972010448553
catshark11,1.5,43.0477365831046
catshark11,1.5,42.9183715185709
catshark11,1.5,42.9362795322283
catshark11,1.5,42.796768028908
catshark11,1.5,42.7218017644616
catshark11,1.5,42.6682367910084
catshark11,1.5,42.6295323168626
catshark11,1.5,42.7019652177304
catshark11,1.5,42.7057949439694
catshark11,1.5,42.7204039800499
catshark11,1.5,42.5368825865238
catshark11,1.5,42.6422736224467
catshark11,1.5,42.6833683629871
catshark11,1.5,42.7432554236774
catshark11,1.5,42.8073686485922
catshark11,1.5,42.8415831694141
catshark11,1,23.3607531692483
catshark11,1,22.7522136661187
catshark11,1,22.1295077943255
catshark11,1,21.6343075659432
catshark11,1,21.0353925345939
catshark11,1,20.5931164755838
catshark11,1,20.2330301308713
catshark11,1,19.8182852146133
catshark11,1,19.5582286951445
catshark11,1,19.3809613848191
catshark11,1,19.1564161330765
catshark11,1,18.8996093407107
catshark11,1,18.7524857578563
catshark11,1,18.65851719313
catshark11,1,18.6167943414207
catshark11,1,18.5415017868837
catshark11,1,18.4603013185169
catshark11,1,18.5047304645868
catshark11,1,18.6385221493521
catshark11,1,18.9155542942888
catshark11,1,19.0202500871659
catshark11,1,19.2249195778397
catshark11,1,19.580375174398
catshark11,1,19.9529216312414
catshark11,1,20.2433866373387
catshark11,1,20.6033340112665
catshark11,1,20.8228070438548
catshark11,1,21.2158156912726
catshark11,1,21.5404345775796
catshark11,1,21.7847671753691
catshark11,1,21.9956098263156
catshark11,1,22.4694938698259
catshark11,1,22.7940836171917
catshark11,1,23.0943072844585
catshark11,1,23.4162408606117
catshark11,1,23.8545444710074
catshark11,1,24.1744677428395
catshark11,1,24.3459103349692
catshark11,1,24.5368544989295
catshark11,1,24.6950307332527
catshark11,1,25.1038881347481
catshark11,1,25.3947471149545
catshark11,1,25.6990367090184
catshark11,1,25.884590938507
catshark11,1,26.020544473121
catshark11,1,25.9694034572482
catshark11,1,25.6814679808181
catshark11,1,25.1762240887292
catshark11,1,25.1055948175776
catshark11,1,24.9144941594905
catshark11,1,24.8900742680814
catshark11,1,24.8702991714245
catshark11,1,24.8293382582367
catshark11,2,37.1233555067219
catshark11,2,37.2605971043874
catshark11,2,37.3857634150763
catshark11,2,37.5032312966249
catshark11,2,37.6823931659028
catshark11,2,37.9095693628756
catshark11,2,38.0399930673719
catshark11,2,38.4415453351468
catshark11,2,38.7563007555364
catshark11,2,39.1187217726698
catshark11,2,39.3796907403315
catshark11,2,39.5513830161146
catshark11,2,39.7728145863228
catshark11,2,40.1036876198222
catshark11,2,40.2153480980338
catshark11,2,40.3726656128789
catshark11,2,40.5609282486624
catshark11,2,40.8459401295857
catshark11,2,41.0290918486352
catshark11,2,41.1306200287624
catshark11,2,41.2616985762058
catshark11,2,41.375627035767
catshark11,2,41.5137264434902
catshark11,2,41.4370085806141
catshark11,2,41.4216851339967
catshark11,2,41.4295604101366
catshark11,2,41.4992994942856
catshark11,2,41.4815843093426
catshark11,2,41.5627500988313
catshark11,2,41.6332161225107
catshark11,2,41.6944160016911
catshark11,2,41.4930608904377
catshark11,2,41.5196253671247
catshark11,2,41.435561045365
catshark11,2,41.4945426480639
catshark11,2,41.3929869881097
catshark11,2,41.4227582657197
catshark11,2,41.3597932435437
catshark11,2,41.4176570592317
catshark11,2,41.2718835608535
catshark11,2,41.1908734230553
catshark11,2,41.0208809942458
catshark11,2,40.7527665680279
catshark11,2,40.6633999283632
catshark11,2,40.6007545796314
catshark11,2,40.4276851681955
catshark11,2,40.3615212707086
catshark11,2,40.2128067787744
catshark11,2,40.0154200272453
catshark11,2,39.9130805780021
catshark11,3,33.761067109509
catshark11,3,33.9109127127512
catshark11,3,34.0110273859722
catshark11,3,34.1532646164848
catshark11,3,34.0648728437705
catshark11,3,34.0721548193088
catshark11,3,33.980177847716
catshark11,3,34.1217557581693
catshark11,3,33.9687112085617
catshark11,3,33.7921388601021
catshark11,3,33.691627847098
catshark11,3,33.6040085488367
catshark11,3,33.5083912867227
catshark11,3,33.3315115787554
catshark11,3,33.2605578943108
catshark11,3,33.3599078699165
catshark11,3,33.6577580196005
catshark11,3,34.0163708672208
catshark11,3,34.1711345832541
catshark11,3,34.3870030695221
catshark11,3,34.4676681867017
catshark11,3,34.7728188046699
catshark11,3,35.186069078422
catshark11,3,35.6708205955856
catshark11,3,36.0923235594789
catshark11,3,36.4764461828755
catshark11,3,36.7885872787683
catshark11,3,37.2099510949151
catshark11,3,37.3958163480545
catshark11,3,37.5653064717252
catshark11,3,37.8286131913819
catshark11,3,38.0933345358203
catshark11,3,38.5241424021169
catshark11,3,38.9263170713713
catshark11,3,39.3909431872614
catshark11,4,24.9852339360664
catshark11,4,25.1138131259484
catshark11,4,25.1397572781331
catshark11,4,25.1115638962607
catshark11,4,25.0572639443847
catshark11,4,25.0418218144245
catshark11,4,25.2290488842346
catshark11,4,25.3359480116269
catshark11,4,25.4628722647785
catshark11,4,25.57022669377
catshark11,4,25.6642464475938
catshark11,4,25.7671572346345
catshark11,4,25.7785984742383
catshark11,4,25.7546323405355
catshark11,4,25.5714391838352
catshark11,4,25.4313641443506
catshark11,4,25.3640628783816
catshark11,4,25.2712617169475
catshark11,4,25.3180101376525
catshark11,4,25.2570525439877
catshark11,4,25.157210281952
catshark11,4,25.0496255991266
catshark11,4,25.0586389450273
catshark11,4,24.9961284251969
catshark11,4,24.8732554118968
catshark11,4,24.8469140183222
catshark11,4,24.6867389246297
catshark11,4,24.6275444798333
catshark11,4,24.5409432242134
catshark11,4,24.5662537592335
catshark11,4,24.5918406107041
catshark11,4,24.7001205255533
catshark11,4,24.9498391888394
catshark11,4,25.035903919511
catshark11,4,25.14762832916
catshark11,4,25.1239990984831
catshark11,4,25.3035868093404
catshark11,4,25.3438166048918
catshark11,5,22.2866516159499
catshark11,5,21.7156899977257
catshark11,5,21.1570540097685
catshark11,5,20.618619650875
catshark11,5,20.1598381586659
catshark11,5,19.6972652391889
catshark11,5,19.331112781908
catshark11,5,18.6805769780724
catshark11,5,18.3768274677535
catshark11,5,18.1191058096251
catshark11,5,17.821434195879
catshark11,5,17.5467533676476
catshark11,5,17.4968469490882
catshark11,5,17.4814938271354
catshark11,5,17.420697461419
catshark11,5,17.6925091042691
catshark11,5,17.8461723407598
catshark11,5,17.9155959663953
catshark11,5,18.0010498707877
catshark11,5,18.1487936807575
catshark11,5,18.1618153240014
catshark11,5,18.0967563118703
catshark11,5,18.0808998440883
catshark11,5,18.1060229138306
catshark11,5,18.1682933765758
catshark14,0.5,42.8687906078786
catshark14,0.5,43.1361515480503
catshark14,0.5,43.2174809785528
catshark14,0.5,43.1669262192183
catshark14,0.5,43.2671970955587
catshark14,0.5,43.3887371796936
catshark14,0.5,43.5708727869524
catshark14,0.5,43.7053759306826
catshark14,0.5,43.8500095745735
catshark14,0.5,44.0194123763307
catshark14,0.5,43.9986157395687
catshark14,0.5,44.1635541289083
catshark14,0.5,44.0906372028157
catshark14,0.5,44.1897983478788
catshark14,0.5,44.2664372672944
catshark14,0.5,44.3947627132808
catshark14,0.5,44.5161902078273
catshark14,0.5,44.5864468824064
catshark14,0.5,44.7515634959368
catshark14,0.5,44.7658980497268
catshark14,0.5,44.704445667649
catshark14,0.5,44.8407731349438
catshark14,0.5,44.8912758565985
catshark14,0.5,45.2151729828525
catshark14,0.5,45.4343333421611
catshark14,0.5,45.5929101056504
catshark14,0.5,45.8689937461206
catshark14,0.5,46.0707264334695
catshark14,0.5,46.4312578782113
catshark14,0.5,46.8366030682787
catshark14,0.5,47.2071800755134
catshark14,0.5,47.4604460605386
catshark14,0.5,47.9449394525337
catshark14,0.5,48.1248632402093
catshark14,0.5,48.3812575258464
catshark14,0.5,48.6543209681858
catshark14,0.5,48.9434609830228
catshark14,0.5,49.1594435354318
catshark14,0.5,49.2495465917924
catshark14,0.5,49.2895575500756
catshark14,0.5,49.0979048105058
catshark14,0.5,48.8500089483049
catshark14,0.5,48.8226433896194
catshark14,0.75,47.9527571009091
catshark14,0.75,47.8499852606944
catshark14,0.75,47.7101223832634
catshark14,0.75,47.5225463748799
catshark14,0.75,47.2900701356798
catshark14,0.75,47.1797539893367
catshark14,0.75,47.0981895934418
catshark14,0.75,47.0201676206032
catshark14,0.75,46.9428894778063
catshark14,0.75,46.8101444398481
catshark14,0.75,46.6716613620218
catshark14,0.75,46.6088990019902
catshark14,0.75,46.5398600199781
catshark14,0.75,46.5179487079126
catshark14,0.75,46.6014096410794
catshark14,0.75,46.7578759234998
catshark14,0.75,46.8230651762842
catshark14,0.75,46.8389813003397
catshark14,0.75,46.7906768527895
catshark14,0.75,47.0701205650613
catshark14,0.75,47.1247519540116
catshark14,0.75,47.2159611164565
catshark14,0.75,47.3645528005982
catshark14,0.75,47.4801547930491
catshark14,0.75,47.522895748021
catshark14,0.75,47.3857567324324
catshark14,0.75,47.3198356300994
catshark14,0.75,47.405340003924
catshark14,0.75,47.4433310072681
catshark14,0.75,47.4500556112336
catshark14,0.75,47.4378887982524
catshark14,0.75,47.6188441653475
catshark14,0.75,47.7320202683849
catshark14,0.75,47.7659816387722
catshark14,0.75,47.8344565966884
catshark14,0.75,47.7180810974233
catshark14,0.75,47.6834870316277
catshark14,0.75,47.6582403038026
catshark14,0.75,47.3692999640804
catshark14,0.75,47.3037479575729
catshark14,0.75,47.1282086406056
catshark14,0.75,46.9441574398772
catshark14,0.75,46.8642318973739
catshark14,0.75,46.8058477897843
catshark14,0.75,46.6967441581772
catshark14,0.75,46.5113809802876
catshark14,0.75,46.4890847363106
catshark14,1.25,48.2312239924163
catshark14,1.25,48.0444918241332
catshark14,1.25,47.934820315392
catshark14,1.25,47.7560358012531
catshark14,1.25,47.634311966077
catshark14,1.25,47.6264925312537
catshark14,1.25,47.6598402667711
catshark14,1.25,47.6661700379359
catshark14,1.25,47.636610398469
catshark14,1.25,47.6878846701851
catshark14,1.25,47.7711803758403
catshark14,1.25,47.8156118117986
catshark14,1.25,48.0187431266659
catshark14,1.25,48.1252410143942
catshark14,1.25,48.1839283663642
catshark14,1.25,48.1771603123551
catshark14,1.25,48.2586155395205
catshark14,1.25,48.3148259676038
catshark14,1.25,48.4771108724732
catshark14,1.25,48.6078131678896
catshark14,1.25,48.8456879718478
catshark14,1.25,49.0055039838289
catshark14,1.25,49.0290200936865
catshark14,1.25,49.302252340001
catshark14,1.25,49.3547630358432
catshark14,1.25,49.3512229633808
catshark14,1.25,49.2604955375895
catshark14,1.25,49.2670792542571
catshark14,1.25,49.1766588383536
catshark14,1.25,49.0930697299618
catshark14,1.25,49.0069714475102
catshark14,1.25,48.8238440157627
catshark14,1.25,48.6520461912144
catshark14,1.25,48.3390882565369
catshark14,1.25,47.8408565219418
catshark14,1.25,47.4197489103999
catshark14,1.25,46.9307711525273
catshark14,1.25,46.3953377433296
catshark14,1.25,46.2999556431734
catshark14,1.5,35.6738521682844
catshark14,1.5,35.4840849936239
catshark14,1.5,35.3491893451033
catshark14,1.5,35.3053355491911
catshark14,1.5,35.2152422658366
catshark14,1.5,35.0922604613629
catshark14,1.5,34.9560791110406
catshark14,1.5,34.7670654902423
catshark14,1.5,34.7235537089869
catshark14,1.5,34.6126504842039
catshark14,1.5,34.74301155195
catshark14,1.5,34.738098549992
catshark14,1.5,34.9257353199932
catshark14,1.5,35.0896192031613
catshark14,1.5,35.251824069831
catshark14,1.5,35.372619259772
catshark14,1.5,35.4322306613393
catshark14,1.5,35.4344163367833
catshark14,1.5,35.4000756392633
catshark14,1.5,35.3575619997275
